id,product_services,revenue_omu,type,country,company_type,company_size
Jason Quinn,,2892.1428,Beneficial Owner,,,0
Jeremiah Thompson,,0.0,Company Contacts,,,0
Rose Ramsey,,189933.7172,Beneficial Owner,,,0
Amanda King,,0.0,Company Contacts,,,0
Michael Spencer,,2510.4609,Beneficial Owner,,,0
Ashley Carson,,2510.4609,Beneficial Owner,,,0
Spencer Gilbert,,2510.4609,Beneficial Owner,,,0
Andrea Ward,,0.0,Company Contacts,,,0
Laura Payne,,0.0,Beneficial Owner,,,0
Luis Santiago,,0.0,Beneficial Owner,,,0
Ashley Diaz,,0.0,Beneficial Owner,,,0
Marcus Dixon,,0.0,Company Contacts,,,0
Andrea Cisneros,,11326.6728,Company Contacts,,,0
Carolyn Blake,,0.0,Company Contacts,,,0
Tamara Solomon,,1320.9931,Beneficial Owner,,,0
Anthony Ramos,,1320.9931,Beneficial Owner,,,0
Samantha Page,,1320.9931,Beneficial Owner,,,0
Amanda Moore,,1320.9931,Beneficial Owner,,,0
Ronald Dorsey,,0.0,Company Contacts,,,0
Amy Daugherty,,2890.26375,Beneficial Owner,,,0
Amanda Grant,,2890.26375,Beneficial Owner,,,0
Jacob Davis,,0.0,Company Contacts,,,0
Tonya Pena,,138594.8337,Company Contacts,,,0
Mr. Keith Simpson MD,,1652.20548,Beneficial Owner,,,0
Alyssa Carter,,1652.20548,Beneficial Owner,,,0
Michael Keller,,1652.20548,Beneficial Owner,,,0
Sergio Jones,,1652.20548,Beneficial Owner,,,0
William Mason,,1652.20548,Beneficial Owner,,,0
Catherine Vazquez,,0.0,Company Contacts,,,0
Cassandra Washington,,0.0,Company Contacts,,,0
Jeffrey Ward,,10931.2998,Beneficial Owner,,,0
Stephen Miller,,0.0,Company Contacts,,,0
Stephanie Leach,,4314.544033,Beneficial Owner,,,0
Brenda Robinson,,4314.544033,Beneficial Owner,,,0
Meagan Jimenez,,4314.544033,Beneficial Owner,,,0
Abigail Robertson,,0.0,Company Contacts,,,0
Sarah Delgado,,4236.7847,Beneficial Owner,,,0
Johnny Sexton,,0.0,Company Contacts,,,0
Juan Washington,,0.0,Company Contacts,,,0
Joseph Montgomery,,6266.6728,Company Contacts,,,0
Andrew Robbins,,4444.2067,Beneficial Owner,,,0
James Alexander,,4444.2067,Beneficial Owner,,,0
Scott Davis,,4444.2067,Beneficial Owner,,,0
William Wilson,,4444.2067,Beneficial Owner,,,0
Anthony Kelly DDS,,4444.2067,Beneficial Owner,,,0
Joseph Strickland,,4444.2067,Beneficial Owner,,,0
Jordan Coleman,,0.0,Company Contacts,,,0
Kelsey Quinn,,7342.9687,Company Contacts,,,0
Ricardo Thomas,,27705.54997,Beneficial Owner,,,0
Nicholas Lang,,0.0,Company Contacts,,,0
Brian Thomas,,0.0,Company Contacts,,,0
Amanda Nelson MD,,14866.6728,Company Contacts,,,0
George Escobar,,0.0,Beneficial Owner,,,0
Elizabeth Wilkerson,,0.0,Beneficial Owner,,,0
Jose Bell,,0.0,Beneficial Owner,,,0
Kristin Combs,,0.0,Beneficial Owner,,,0
Gregory Cruz,,0.0,Beneficial Owner,,,0
Glen Estrada,,0.0,Beneficial Owner,,,0
Jacob Bowman,,0.0,Beneficial Owner,,,0
Larry Kelley,,0.0,Company Contacts,,,0
Amanda Carpenter,,2420.67045,Beneficial Owner,,,0
Anna Adkins,,0.0,Company Contacts,,,0
Whitney Evans,,45152.6728,Beneficial Owner,,,0
Kimberly Miller,,0.0,Beneficial Owner,,,0
Sandy Archer,,0.0,Beneficial Owner,,,0
Cynthia Jenkins,,0.0,Beneficial Owner,,,0
Susan Turner,,0.0,Beneficial Owner,,,0
Benjamin Grant,,0.0,Beneficial Owner,,,0
Stephanie Dean,,1428.439863,Beneficial Owner,,,0
Kimberly Willis,,1428.439863,Beneficial Owner,,,0
David Moss,,1428.439863,Beneficial Owner,,,0
Tracey Smith,,1428.439863,Beneficial Owner,,,0
Ronald West,,1428.439863,Beneficial Owner,,,0
Patricia Spencer,,1428.439863,Beneficial Owner,,,0
Carolyn Lopez,,0.0,Beneficial Owner,,,0
Mitchell Leach,,0.0,Company Contacts,,,0
Crystal Maddox,,37894.3522,Beneficial Owner,,,0
Crystal Myers,,0.0,Company Contacts,,,0
Jasmine Marks,,119716.2327,Company Contacts,,,0
Vicki Erickson,,40596.9117,Company Contacts,,,0
Monica Horton,,0.0,Beneficial Owner,,,0
Lisa Henderson,,19066.6728,Company Contacts,,,0
Lucas Townsend MD,,1987.277733,Beneficial Owner,,,0
Robert Melton,,1987.277733,Beneficial Owner,,,0
Danielle Tran DDS,,1987.277733,Beneficial Owner,,,0
Jackie Lynch,,0.0,Company Contacts,,,0
Angelica Lutz,,26231.504,Company Contacts,,,0
Karen Howe,,434251.4059,Beneficial Owner,,,0
Brenda Holt,,0.0,Beneficial Owner,,,0
Melinda Tucker,,0.0,Beneficial Owner,,,0
Melissa Hays,,0.0,Beneficial Owner,,,0
Albert Dillon,,0.0,Beneficial Owner,,,0
Bryan Whitaker,,0.0,Beneficial Owner,,,0
Dennis Alvarado,,0.0,Beneficial Owner,,,0
Jerome Cruz,,0.0,Beneficial Owner,,,0
Ian Holland,,0.0,Beneficial Owner,,,0
Christopher Fox,,0.0,Beneficial Owner,,,0
Kevin Miller,,0.0,Beneficial Owner,,,0
Tracey Williams,,0.0,Beneficial Owner,,,0
Patty Cruz,,0.0,Beneficial Owner,,,0
Tina Washington,,0.0,Beneficial Owner,,,0
Tracy Ruiz,,0.0,Beneficial Owner,,,0
Joshua Watts,,0.0,Beneficial Owner,,,0
Rebecca Duncan,,0.0,Beneficial Owner,,,0
Eddie Johnson,,0.0,Beneficial Owner,,,0
Jeffrey Cunningham,,0.0,Beneficial Owner,,,0
Michael Phelps,,0.0,Beneficial Owner,,,0
Mark Reed,,0.0,Beneficial Owner,,,0
Dawn Vega,,0.0,Beneficial Owner,,,0
Kelly Martinez,,0.0,Beneficial Owner,,,0
Johnathan Dunlap,,0.0,Company Contacts,,,0
Aaron Carr,,15445.2289,Company Contacts,,,0
Steven Cordova,,4746.6728,Company Contacts,,,0
Kenneth Stewart PhD,,18192.42357,Beneficial Owner,,,0
Angela Schultz,,18192.42357,Beneficial Owner,,,0
Amanda Kerr,,18192.42357,Beneficial Owner,,,0
Steven Bautista,,0.0,Company Contacts,,,0
Linda Guerrero,,3274.33265,Beneficial Owner,,,0
Lance Duncan,,0.0,Company Contacts,,,0
Amy Spencer,,4168.348433,Beneficial Owner,,,0
Heidi Curtis,,4168.348433,Beneficial Owner,,,0
Luis Barber,,4168.348433,Beneficial Owner,,,0
Regina Newton,,0.0,Company Contacts,,,0
Amber Wallace,,0.0,Company Contacts,,,0
Andrew Chapman,,0.0,Beneficial Owner,,,0
Michael Vargas,,0.0,Beneficial Owner,,,0
Nichole Wallace,,0.0,Company Contacts,,,0
Aaron Pena,,0.0,Company Contacts,,,0
Danielle Weaver,,0.0,Beneficial Owner,,,0
Madison Parks,,0.0,Beneficial Owner,,,0
Andre Mata,,304666.6728,Company Contacts,,,0
Dr. Jaime Lowe,,0.0,Company Contacts,,,0
Reginald Clark,,0.0,Beneficial Owner,,,0
Adam Gillespie,,0.0,Company Contacts,,,0
Lauren Francis,,0.0,Company Contacts,,,0
Russell Boyd,,19972.87105,Beneficial Owner,,,0
Lance Davis,,19972.87105,Beneficial Owner,,,0
Mrs. Alexandra Anderson DDS,,0.0,Company Contacts,,,0
Carrie Patterson,,8934.3738,Company Contacts,,,0
Stephanie Joseph,,1433055.564,Company Contacts,,,0
Kathleen Calderon,,1433055.564,Company Contacts,,,0
Antonio Cook,,16848.3454,Company Contacts,,,0
Craig Sullivan,,69335.7473,Company Contacts,,,0
Javier Chandler,,0.0,Company Contacts,,,0
Michael Wade,,65066.6728,Beneficial Owner,,,0
Judy Jones,,0.0,Company Contacts,,,0
Joe Garcia,,8127.31635,Beneficial Owner,,,0
Brent Conner,,0.0,Company Contacts,,,0
Melissa Cunningham,,6982.2399,Company Contacts,,,0
Stacey Smith,,0.0,Company Contacts,,,0
Amber Gomez,,47874.11133,Beneficial Owner,,,0
Paula Rodriguez,,47874.11133,Beneficial Owner,,,0
Tamara Perez,,47874.11133,Beneficial Owner,,,0
Amy Newman,,0.0,Company Contacts,,,0
Jesse Keith,,14401.7985,Beneficial Owner,,,0
Luis Nguyen,,14401.7985,Beneficial Owner,,,0
Mrs. Caitlin Price,,0.0,Beneficial Owner,,,0
Tina Fox,,0.0,Company Contacts,,,0
Joshua Day,,1088.54205,Beneficial Owner,,,0
Deborah Cox,,1088.54205,Beneficial Owner,,,0
Kenneth Garcia,,1088.54205,Beneficial Owner,,,0
Vanessa Mcclain,,1088.54205,Beneficial Owner,,,0
Jordan Brown,,1088.54205,Beneficial Owner,,,0
Willie Mcgee,,1088.54205,Beneficial Owner,,,0
Stephanie Proctor PhD,,0.0,Company Contacts,,,0
Mike Newton,,0.0,Company Contacts,,,0
Dr. Jimmy Lee II,,0.0,Company Contacts,,,0
Kelsey Cobb,,5179062.379,Company Contacts,,,0
Rebecca Turner,,31647.0518,Beneficial Owner,,,0
Jimmy Melendez,,0.0,Company Contacts,,,0
Emily Marshall,,0.0,Beneficial Owner,,,0
Erin Alvarez,,0.0,Beneficial Owner,,,0
Terry Brown,,0.0,Beneficial Owner,,,0
Ashlee Campbell,,0.0,Beneficial Owner,,,0
Carlos Harrell,,0.0,Beneficial Owner,,,0
Michele Huynh,,0.0,Beneficial Owner,,,0
Stacey Gomez,,0.0,Beneficial Owner,,,0
Francisco Singleton,,0.0,Beneficial Owner,,,0
Sarah Espinoza,,0.0,Beneficial Owner,,,0
Michelle Lopez,,0.0,Beneficial Owner,,,0
Stacey Spencer DDS,,0.0,Beneficial Owner,,,0
Brooke Lawson,,0.0,Beneficial Owner,,,0
Erica Sanchez,,0.0,Beneficial Owner,,,0
Amanda West,,0.0,Beneficial Owner,,,0
Raymond Stewart,,0.0,Beneficial Owner,,,0
Tyrone Faulkner,,0.0,Company Contacts,,,0
Heidi Walter,,8578.19,Beneficial Owner,,,0
Todd Pitts,,0.0,Company Contacts,,,0
Megan Shaw,,135166.3364,Beneficial Owner,,,0
Denise Davis,,135166.3364,Beneficial Owner,,,0
Mr. David Meadows DDS,,0.0,Company Contacts,,,0
Christine Small,,0.0,Company Contacts,,,0
William Flynn,,12438.8361,Company Contacts,,,0
Thomas Rivera,,326022.8994,Company Contacts,,,0
Maureen Klein,,169882.5624,Beneficial Owner,,,0
Bill Middleton,,0.0,Company Contacts,,,0
Christine Newton,,0.0,Beneficial Owner,,,0
Hannah Thomas,,0.0,Company Contacts,,,0
Howard Fleming,,26666.6728,Company Contacts,,,0
Amanda Dudley,,4746.6728,Company Contacts,,,0
Brandon Manning,,0.0,Beneficial Owner,,,0
Bruce Weaver,,0.0,Beneficial Owner,,,0
Rachael Wilson,,0.0,Beneficial Owner,,,0
Manuel Rasmussen,,0.0,Beneficial Owner,,,0
Evan Acevedo,,0.0,Company Contacts,,,0
Melanie Bass,,0.0,Beneficial Owner,,,0
Beth Rodgers,,0.0,Beneficial Owner,,,0
Jeffrey Rios,,0.0,Beneficial Owner,,,0
Philip Mcmahon,,0.0,Beneficial Owner,,,0
Emily Guerrero,,0.0,Company Contacts,,,0
Latasha Smith,,0.0,Beneficial Owner,,,0
Kyle Pitts,,0.0,Beneficial Owner,,,0
Christopher Fernandez,,0.0,Company Contacts,,,0
Alicia Henderson,,187666.6728,Beneficial Owner,,,0
Tammy Gonzales,,0.0,Company Contacts,,,0
Charlene Robertson,,51937.12705,Beneficial Owner,,,0
Olivia Myers,,0.0,Company Contacts,,,0
Laurie Adams,,79781.7798,Company Contacts,,,0
Paul Contreras,,1489.19252,Beneficial Owner,,,0
Warren Randall,,1489.19252,Beneficial Owner,,,0
Sean Hart,,1489.19252,Beneficial Owner,,,0
Kimberly Michael,,1489.19252,Beneficial Owner,,,0
Matthew Hoover,,1489.19252,Beneficial Owner,,,0
Howard Pierce,,1489.19252,Beneficial Owner,,,0
James Green,,1489.19252,Beneficial Owner,,,0
Kristin Li,,1489.19252,Beneficial Owner,,,0
Zachary Jones Jr.,,0.0,Company Contacts,,,0
Emma Fernandez,,2775.57012,Beneficial Owner,,,0
Cameron Weaver,,2775.57012,Beneficial Owner,,,0
Herbert Watkins,,2775.57012,Beneficial Owner,,,0
Kevin Knight,,2775.57012,Beneficial Owner,,,0
Christina Young,,2775.57012,Beneficial Owner,,,0
Amber Romero,,0.0,Company Contacts,,,0
Timothy Gordon,,0.0,Company Contacts,,,0
John Deleon,,0.0,Beneficial Owner,,,0
Thomas Wallace,,0.0,Company Contacts,,,0
Melissa Brady,,0.0,Beneficial Owner,,,0
James Hall,,0.0,Beneficial Owner,,,0
Jesse Gentry,,0.0,Beneficial Owner,,,0
Ms. Amy Salas,,0.0,Company Contacts,,,0
Rebecca Rodriguez,,0.0,Company Contacts,,,0
Sonya Griffith,,0.0,Beneficial Owner,,,0
Hannah White,,0.0,Beneficial Owner,,,0
Lauren Schroeder,,0.0,Company Contacts,,,0
Nancy Young,,0.0,Beneficial Owner,,,0
Brent Woods,,0.0,Beneficial Owner,,,0
Lisa Craig,,13136.6728,Company Contacts,,,0
Alyssa Christian,,24366.6682,Beneficial Owner,,,0
Jose Sanchez,,24366.6682,Beneficial Owner,,,0
Katie Jackson,,24366.6682,Beneficial Owner,,,0
Kathryn Hill MD,,24366.6682,Beneficial Owner,,,0
Wendy Collins,,0.0,Beneficial Owner,,,0
Thomas Wright,,0.0,Beneficial Owner,,,0
Adam Bryant,,0.0,Beneficial Owner,,,0
Matthew Hughes,,0.0,Company Contacts,,,0
Pamela Baker,,0.0,Beneficial Owner,,,0
Brandon Lewis,,0.0,Company Contacts,,,0
Mitchell Wilkerson,,0.0,Beneficial Owner,,,0
Matthew Phillips Jr.,,0.0,Beneficial Owner,,,0
Heather Rogers,,0.0,Beneficial Owner,,,0
Christopher Phillips,,0.0,Beneficial Owner,,,0
Kelsey Gregory,,0.0,Beneficial Owner,,,0
Dennis Fry,,0.0,Beneficial Owner,,,0
Roger Klein,,0.0,Company Contacts,,,0
Heidi Jenkins,,0.0,Company Contacts,,,0
Angela Medina,,0.0,Company Contacts,,,0
Melanie Hall DDS,,0.0,Beneficial Owner,,,0
Dylan Myers,,0.0,Beneficial Owner,,,0
Ryan Esparza,,0.0,Beneficial Owner,,,0
Tyler Poole,,0.0,Company Contacts,,,0
Amy Johnson,,0.0,Beneficial Owner,,,0
Angelica Hurst,,0.0,Company Contacts,,,0
Jennifer Aguilar,,0.0,Company Contacts,,,0
Robert Brooks,,0.0,Beneficial Owner,,,0
William Turner,,0.0,Beneficial Owner,,,0
Laura Bennett,,0.0,Beneficial Owner,,,0
Anita Knapp,,0.0,Beneficial Owner,,,0
Benjamin Armstrong,,0.0,Beneficial Owner,,,0
Ronald Jones,,0.0,Beneficial Owner,,,0
Nicole Garza,,0.0,Beneficial Owner,,,0
Stacy Klein,,0.0,Beneficial Owner,,,0
Kathleen Butler,,0.0,Beneficial Owner,,,0
Christopher Hess,,0.0,Beneficial Owner,,,0
Ronald Burton,,0.0,Beneficial Owner,,,0
Melissa Gonzalez,,0.0,Beneficial Owner,,,0
Antonio Holmes,,0.0,Beneficial Owner,,,0
Cheryl Estes,,0.0,Beneficial Owner,,,0
Stefanie Medina,,0.0,Beneficial Owner,,,0
Jonathan Allison,,0.0,Company Contacts,,,0
John Sutton,,0.0,Company Contacts,,,0
Denise Bailey,,0.0,Beneficial Owner,,,0
David Ochoa,,0.0,Beneficial Owner,,,0
Monica Miller,,0.0,Beneficial Owner,,,0
Michael Stevens,,0.0,Beneficial Owner,,,0
Laura Mccann,,0.0,Company Contacts,,,0
Nicholas Ortiz,,0.0,Beneficial Owner,,,0
Jasmine Taylor,,11192.9042,Company Contacts,,,0
Carol Burns,,5544.97,Beneficial Owner,,,0
Rebecca Hull,,5544.97,Beneficial Owner,,,0
Alexandra Guerrero,,5544.97,Beneficial Owner,,,0
Dennis Sanchez,,0.0,Company Contacts,,,0
Shannon Nichols,,5156.6728,Company Contacts,,,0
Megan Gates,,0.0,Company Contacts,,,0
Micheal Young,,4555.6307,Beneficial Owner,,,0
Gwendolyn Herman,,121666.6728,Company Contacts,,,0
Gabriel Price,,3222.6426,Beneficial Owner,,,0
Michele Moore,,3222.6426,Beneficial Owner,,,0
Nicholas Willis,,0.0,Company Contacts,,,0
Tanya Wheeler,,0.0,Beneficial Owner,,,0
Renee Cunningham,,0.0,Beneficial Owner,,,0
Patrick Reed,,0.0,Company Contacts,,,0
Dustin May,,0.0,Beneficial Owner,,,0
Kelly Mitchell,,0.0,Beneficial Owner,,,0
Debra Patterson,,0.0,Beneficial Owner,,,0
Larry Hogan,,0.0,Beneficial Owner,,,0
Lisa Morris,,0.0,Beneficial Owner,,,0
Kathy Mann,,0.0,Company Contacts,,,0
Jason Fisher,,13858.68048,Beneficial Owner,,,0
Jason Garcia,,13858.68048,Beneficial Owner,,,0
Terry Meyers,,13858.68048,Beneficial Owner,,,0
James Holt,,13858.68048,Beneficial Owner,,,0
Alyssa Jenkins,,13858.68048,Beneficial Owner,,,0
Ryan Gregory,,0.0,Company Contacts,,,0
Rebecca Ayers,,1381.725825,Beneficial Owner,,,0
Becky Reed,,1381.725825,Beneficial Owner,,,0
Holly Williams,,1381.725825,Beneficial Owner,,,0
Timothy Melendez,,1381.725825,Beneficial Owner,,,0
Deanna Coleman,,0.0,Company Contacts,,,0
Steven Watson,,0.0,Company Contacts,,,0
Randy Cooley,,0.0,Beneficial Owner,,,0
Jason Reese,,0.0,Beneficial Owner,,,0
Audrey Page,,2583.32105,Beneficial Owner,,,0
Kara Hayden,,2583.32105,Beneficial Owner,,,0
Robert Walker,,0.0,Beneficial Owner,,,0
Ian Graham,,0.0,Beneficial Owner,,,0
Kenneth Christensen,,0.0,Beneficial Owner,,,0
Kimberly English,,0.0,Beneficial Owner,,,0
Michelle Carr,,0.0,Beneficial Owner,,,0
Jodi Ward,,0.0,Company Contacts,,,0
Jason Moreno,,1975.5576,Beneficial Owner,,,0
David Gould,,1975.5576,Beneficial Owner,,,0
Thomas Burch,,0.0,Company Contacts,,,0
Robin Smith,,0.0,Beneficial Owner,,,0
Krista Adkins,,0.0,Company Contacts,,,0
Evelyn Elliott,,0.0,Beneficial Owner,,,0
Christian Morris,,0.0,Company Contacts,,,0
Abigail Morrow,,0.0,Company Contacts,,,0
Lisa Lewis,,0.0,Beneficial Owner,,,0
Gregory Benjamin,,0.0,Beneficial Owner,,,0
Linda Diaz,,0.0,Beneficial Owner,,,0
Seth Nguyen,,0.0,Beneficial Owner,,,0
Jeff Thomas,,0.0,Beneficial Owner,,,0
Linda Webster PhD,,0.0,Beneficial Owner,,,0
Sonya Warner,,0.0,Company Contacts,,,0
Christopher Moore,,7766.6682,Beneficial Owner,,,0
Christine Jackson,,7766.6682,Beneficial Owner,,,0
Melanie Gonzales,,7766.6682,Beneficial Owner,,,0
Connie Hardy,,7766.6682,Beneficial Owner,,,0
Nathan Johnson,,0.0,Company Contacts,,,0
Pam Smith,,5636.6728,Company Contacts,,,0
Chloe Sanchez,,5389.37985,Beneficial Owner,,,0
Lindsey Harrison,,5389.37985,Beneficial Owner,,,0
Ms. Kayla Dalton PhD,,5389.37985,Beneficial Owner,,,0
Maria Perez,,0.0,Company Contacts,,,0
Jessica Day,,33566.6728,Company Contacts,,,0
Gary Maldonado,,5293.4057,Company Contacts,,,0
Brent Holden,,0.0,Beneficial Owner,,,0
Brenda Parker,,0.0,Beneficial Owner,,,0
Kenneth Dennis,,0.0,Company Contacts,,,0
Barry Wilson,,5182.9169,Company Contacts,,,0
Taylor Peterson,,11541.1805,Company Contacts,,,0
Amy Henry,,0.0,Company Contacts,,,0
Tammie Reeves,,10006.5288,Beneficial Owner,,,0
Donna Green,,10006.5288,Beneficial Owner,,,0
Stephanie Chavez,,0.0,Company Contacts,,,0
Glen Weber Jr.,,71934.06828,Beneficial Owner,,,0
Judy Martinez,,71934.06828,Beneficial Owner,,,0
John Duncan,,71934.06828,Beneficial Owner,,,0
Mr. Joshua Gutierrez,,71934.06828,Beneficial Owner,,,0
Kenneth Baldwin,,71934.06828,Beneficial Owner,,,0
Amber Estrada,,71934.06828,Beneficial Owner,,,0
Nicholas Ruiz,,71934.06828,Beneficial Owner,,,0
Rebecca Poole,,0.0,Company Contacts,,,0
Hannah Arnold,,18066.6728,Company Contacts,,,0
Tyler Cline,,210693.9759,Beneficial Owner,,,0
Jon Molina,,210693.9759,Beneficial Owner,,,0
Christopher Paul,,210693.9759,Beneficial Owner,,,0
Dana Stevens,,210693.9759,Beneficial Owner,,,0
Kristen Nunez,,0.0,Company Contacts,,,0
Vincent Torres,,7103.1463,Beneficial Owner,,,0
Cassandra Brewer,,7103.1463,Beneficial Owner,,,0
Matthew Butler,,5070.3545,Company Contacts,,,0
Benjamin Gardner,,0.0,Company Contacts,,,0
Heidi Walker,,5248.1189,Beneficial Owner,,,0
Sara Beard,,5248.1189,Beneficial Owner,,,0
Katelyn Robinson,,5248.1189,Beneficial Owner,,,0
William Vaughan,,0.0,Company Contacts,,,0
Anthony Baird,,1692.931288,Beneficial Owner,,,0
Tammy Nguyen,,1692.931288,Beneficial Owner,,,0
Mrs. Jennifer Patel DVM,,1692.931288,Beneficial Owner,,,0
Katelyn Le,,1692.931288,Beneficial Owner,,,0
Erica Kelley,,1692.931288,Beneficial Owner,,,0
Michelle Huff,,1692.931288,Beneficial Owner,,,0
Dr. James Mason,,1692.931288,Beneficial Owner,,,0
Lori Peterson,,1692.931288,Beneficial Owner,,,0
Derek Acevedo,,11699.68,Company Contacts,,,0
Mrs. Vanessa Gonzalez PhD,,0.0,Company Contacts,,,0
Theresa Cross,,0.0,Beneficial Owner,,,0
Maria Allen,,0.0,Beneficial Owner,,,0
Deborah Barker,,0.0,Company Contacts,,,0
Mr. Timothy Adams,,0.0,Company Contacts,,,0
Casey Reynolds,,0.0,Beneficial Owner,,,0
Hunter Salazar,,0.0,Beneficial Owner,,,0
Dillon Gibson,,0.0,Company Contacts,,,0
Teresa Arroyo,,0.0,Beneficial Owner,,,0
Mark Tyler,,2084666.673,Beneficial Owner,,,0
Elizabeth Kelley,,0.0,Company Contacts,,,0
Adrian Kirby,,19989.3234,Company Contacts,,,0
Richard Charles,,18033.3364,Company Contacts,,,0
Felicia Coleman,,18033.3364,Company Contacts,,,0
Gail Baker,,24033.3364,Beneficial Owner,,,0
Debra Ortiz,,0.0,Company Contacts,,,0
Brittany Avila,,18766.6728,Company Contacts,,,0
Derek Roberts,,5286.6728,Company Contacts,,,0
Jason Holmes,,3649.82715,Beneficial Owner,,,0
Caroline Bates,,0.0,Company Contacts,,,0
Janet Conner,,286666.6728,Company Contacts,,,0
Todd Harmon,,0.0,Beneficial Owner,,,0
Kevin Pineda,,0.0,Company Contacts,,,0
Mrs. Jill Webster DDS,,0.0,Company Contacts,,,0
Lisa Hobbs,,7940.352867,Beneficial Owner,,,0
Dana Colon,,7940.352867,Beneficial Owner,,,0
Elizabeth Gomez,,7940.352867,Beneficial Owner,,,0
Sarah Cook,,0.0,Company Contacts,,,0
Catherine Rios,,0.0,Company Contacts,,,0
Jorge Meadows,,0.0,Company Contacts,,,0
Carla Manning,,0.0,Beneficial Owner,,,0
Jacqueline Lane,,0.0,Company Contacts,,,0
Taylor Turner,,0.0,Beneficial Owner,,,0
Rhonda Maddox,,0.0,Beneficial Owner,,,0
Dr. Tina Gordon,,0.0,Beneficial Owner,,,0
Samantha Campbell,,0.0,Company Contacts,,,0
Diana Johnson,,0.0,Company Contacts,,,0
Justin Montoya,,0.0,Beneficial Owner,,,0
Christopher Love,,0.0,Beneficial Owner,,,0
Sara Miranda,,0.0,Company Contacts,,,0
Nathan Martinez,,0.0,Company Contacts,,,0
Adrian Drake,,0.0,Company Contacts,,,0
Bridget Williams,,0.0,Beneficial Owner,,,0
Shannon Long,,0.0,Beneficial Owner,,,0
Cynthia Schwartz,,0.0,Beneficial Owner,,,0
Kristin Ryan,,0.0,Beneficial Owner,,,0
Madison Burns,,0.0,Beneficial Owner,,,0
Tyler Ray,,0.0,Beneficial Owner,,,0
Jenny Brown,,0.0,Company Contacts,,,0
Kathleen Duncan,,0.0,Beneficial Owner,,,0
Rita Oliver,,0.0,Beneficial Owner,,,0
Nicole Reyes,,0.0,Beneficial Owner,,,0
Mrs. Debra Morris,,0.0,Company Contacts,,,0
Amber Turner,,0.0,Company Contacts,,,0
Dana Walls,,0.0,Beneficial Owner,,,0
Frederick Jones,,0.0,Beneficial Owner,,,0
William Nguyen,,0.0,Company Contacts,,,0
Brent Stewart,,0.0,Beneficial Owner,,,0
Sarah Castillo,,0.0,Beneficial Owner,,,0
Karen Riggs,,0.0,Beneficial Owner,,,0
Michael Cummings,,0.0,Beneficial Owner,,,0
Allison King,,0.0,Beneficial Owner,,,0
Katie Hanson,,0.0,Company Contacts,,,0
Wendy Taylor,,0.0,Beneficial Owner,,,0
Bruce Rhodes,,0.0,Beneficial Owner,,,0
Miss Jennifer Smith,,0.0,Beneficial Owner,,,0
Nathaniel Mcdowell,,0.0,Beneficial Owner,,,0
Kevin Roberts,,0.0,Beneficial Owner,,,0
Angela Ayala,,0.0,Beneficial Owner,,,0
Emily Liu,,0.0,Beneficial Owner,,,0
Darrell Williams,,0.0,Company Contacts,,,0
Patricia Allen,,0.0,Company Contacts,,,0
Jason Le,,0.0,Beneficial Owner,,,0
James Sutton,,0.0,Company Contacts,,,0
Catherine Meyer,,0.0,Company Contacts,,,0
James Carroll,,0.0,Beneficial Owner,,,0
Eric Reese,,0.0,Beneficial Owner,,,0
Colton Meyer,,0.0,Beneficial Owner,,,0
Susan Hardy,,0.0,Company Contacts,,,0
Leah Young,,0.0,Beneficial Owner,,,0
Amber Flores,,0.0,Beneficial Owner,,,0
Mr. Tyler Hall,,0.0,Beneficial Owner,,,0
Patrick Holmes,,0.0,Beneficial Owner,,,0
Jeffrey Cruz,,0.0,Beneficial Owner,,,0
Holly Summers,,16549.15645,Beneficial Owner,,,0
Jennifer Rogers,,16549.15645,Beneficial Owner,,,0
Mitchell Montgomery,,0.0,Company Contacts,,,0
Nicole White,,0.0,Company Contacts,,,0
Debra Bell,,13259.3543,Beneficial Owner,,,0
Christopher Gibson,,13259.3543,Beneficial Owner,,,0
Emily Hurst,,0.0,Company Contacts,,,0
Heather Tyler,,3846.750733,Beneficial Owner,,,0
Donald Allen,,3846.750733,Beneficial Owner,,,0
Tiffany Gomez,,0.0,Beneficial Owner,,,0
Alexis Roberts,,0.0,Company Contacts,,,0
Marissa Faulkner,,4746.6728,Company Contacts,,,0
Monica Ryan,,3294.03915,Beneficial Owner,,,0
Stephanie Jacobs,,3294.03915,Beneficial Owner,,,0
David Jimenez,,0.0,Beneficial Owner,,,0
Michael Branch,,0.0,Company Contacts,,,0
Allison Ortiz,,0.0,Company Contacts,,,0
Katherine Trujillo MD,,0.0,Beneficial Owner,,,0
Jorge Nichols,,0.0,Company Contacts,,,0
Tim Farley,,0.0,Beneficial Owner,,,0
Kaitlyn Taylor,,0.0,Company Contacts,,,0
Anthony Graham,,0.0,Beneficial Owner,,,0
Steven Hogan,,0.0,Beneficial Owner,,,0
Brendan Wade,,0.0,Beneficial Owner,,,0
Kathy Brandt,,0.0,Beneficial Owner,,,0
Natalie Buchanan,,0.0,Company Contacts,,,0
Diane Jones MD,,0.0,Company Contacts,,,0
Tamara Finley,,0.0,Beneficial Owner,,,0
Anthony Johnson,,0.0,Company Contacts,,,0
Adam Meyer,,0.0,Beneficial Owner,,,0
Stephanie Harrell,,0.0,Beneficial Owner,,,0
John Reynolds,,0.0,Beneficial Owner,,,0
