id,product_services,revenue_omu,type,country,company_type
Debra Willis,,0.0,Beneficial Owner,,
Dana Wise,,0.0,Beneficial Owner,,
Danielle Colon,,0.0,Beneficial Owner,,
Michael Mitchell,,0.0,Beneficial Owner,,
Ronnie Wilson,,0.0,Beneficial Owner,,
Jerry Charles,,0.0,Beneficial Owner,,
Chad Brown,,0.0,Beneficial Owner,,
Charles Logan,,0.0,Beneficial Owner,,
Shannon Galvan,,0.0,Beneficial Owner,,
Hannah Hoffman,,0.0,Beneficial Owner,,
Glenn Ellis,,0.0,Beneficial Owner,,
Kenneth Moore,,0.0,Beneficial Owner,,
Julie Bullock,,0.0,Beneficial Owner,,
Andrew Richardson,,0.0,Beneficial Owner,,
Matthew Parker,,0.0,Company Contacts,,
Rebecca Peterson,,3096.296978,Beneficial Owner,,
Dr. Zachary Harrison,,3096.296978,Beneficial Owner,,
Rhonda Campbell,,3096.296978,Beneficial Owner,,
Tami Mendoza,,3096.296978,Beneficial Owner,,
Noah Aguilar,,3096.296978,Beneficial Owner,,
Gregory Thomas,,3096.296978,Beneficial Owner,,
Jared Olson,,3096.296978,Beneficial Owner,,
Adam Serrano,,3096.296978,Beneficial Owner,,
Lauren Villegas,,11986.6728,Company Contacts,,
David Alvarez,,0.0,Company Contacts,,
Paul Collier,,35166.6728,Company Contacts,,
Ryan Clay,,38429.3899,Company Contacts,,
Connor Ramsey,,0.0,Company Contacts,,
Michael Navarro,,281556.4655,Beneficial Owner,,
Kimberly Gomez,,0.0,Company Contacts,,
Chris Black,,119710.7076,Beneficial Owner,,
Gregory Vaughn,,25356.26915,Beneficial Owner,,
Jennifer Richardson,,25356.26915,Beneficial Owner,,
Ryan Mack,,0.0,Company Contacts,,
Laura Moore,,0.0,Beneficial Owner,,
Barbara Glenn,,0.0,Beneficial Owner,,
Kathleen Meyer,,0.0,Company Contacts,,
Eugene Smith,,14396.6728,Company Contacts,,
Christine Mckenzie,,39997.1381,Beneficial Owner,,
Amy Todd,,0.0,Company Contacts,,
Roger Rodriguez,,0.0,Company Contacts,,
Brenda Butler,,2131.04795,Beneficial Owner,,
Jonathan Collins,,2131.04795,Beneficial Owner,,
John Howard,,2131.04795,Beneficial Owner,,
Connie Tucker,,0.0,Company Contacts,,
Marcus Shaw,,11726.6728,Company Contacts,,
Thomas Jones,,4996.6728,Company Contacts,,
Laurie Morgan,,14966.6728,Company Contacts,,
Denise Torres,,0.0,Company Contacts,,
Joyce Robertson,,14819.0766,Beneficial Owner,,
Erica Day,,14819.0766,Beneficial Owner,,
Nancy Dunn,,14819.0766,Beneficial Owner,,
Linda Mora,,0.0,Company Contacts,,
Erica Carrillo MD,,0.0,Company Contacts,,
Michael Gould,,0.0,Beneficial Owner,,
Matthew Oneal,,440666.6728,Company Contacts,,
Jeffery Rosales,,0.0,Beneficial Owner,,
Shane Campbell,,0.0,Company Contacts,,
Christopher Dawson,,30866.6728,Beneficial Owner,,
Mrs. Kelly Wells,,0.0,Company Contacts,,
Blake Shaffer,,5855.00135,Beneficial Owner,,
Shannon Thompson,,5855.00135,Beneficial Owner,,
Sharon Sanchez,,44320.30785,Beneficial Owner,,
Edward Hudson,,44320.30785,Beneficial Owner,,
Jessica Murray,,44320.30785,Beneficial Owner,,
Samuel Simon,,44320.30785,Beneficial Owner,,
Joseph Mitchell,,44320.30785,Beneficial Owner,,
Jeffrey Brooks,,44320.30785,Beneficial Owner,,
Cody Day,,44320.30785,Beneficial Owner,,
Caleb Garrison,,44320.30785,Beneficial Owner,,
Matthew Duffy,,44320.30785,Beneficial Owner,,
Jared Francis,,44320.30785,Beneficial Owner,,
Stacey Howard,,44320.30785,Beneficial Owner,,
Connie Nguyen,,0.0,Company Contacts,,
Kayla Colon,,5796.6728,Company Contacts,,
Teresa Nguyen,,0.0,Beneficial Owner,,
Jody Ball,,0.0,Company Contacts,,
Robert Whitney,,1273.665988,Beneficial Owner,,
Abigail Rice,,1273.665988,Beneficial Owner,,
Brenda Diaz,,1273.665988,Beneficial Owner,,
Robert Moore,,1273.665988,Beneficial Owner,,
Suzanne Key,,1273.665988,Beneficial Owner,,
Alyssa Powell,,1273.665988,Beneficial Owner,,
Karen Robinson,,1273.665988,Beneficial Owner,,
Tammy Martin,,0.0,Company Contacts,,
Kenneth Mejia,,295153.9222,Beneficial Owner,,
Gavin Sanchez,,295153.9222,Beneficial Owner,,
Jacob Delacruz,,295153.9222,Beneficial Owner,,
Sandra Arnold,,295153.9222,Beneficial Owner,,
Ryan Melton,,295153.9222,Beneficial Owner,,
Lindsey Barrett,,0.0,Company Contacts,,
Tina Morgan,,3119.8763,Beneficial Owner,,
Kaitlyn Morton,,0.0,Company Contacts,,
Edgar Spencer,,4796.6728,Company Contacts,,
Lisa Fisher,,115666.6728,Company Contacts,,
Bobby Gonzalez,,52083.3364,Beneficial Owner,,
Susan Young,,0.0,Company Contacts,,
Oscar Ayala,,43346.3966,Beneficial Owner,,
Justin Ferrell,,0.0,Company Contacts,,
Sean Wright,,4796.6728,Company Contacts,,
Ashley Williams,,0.0,Company Contacts,,
Joshua Chambers,,2960.0657,Beneficial Owner,,
Janice Todd,,2960.0657,Beneficial Owner,,
Lisa Johnston,,2960.0657,Beneficial Owner,,
April Simpson MD,,2960.0657,Beneficial Owner,,
Grace Daniel,,2960.0657,Beneficial Owner,,
Stacey Garcia,,2960.0657,Beneficial Owner,,
Jimmy Gomez,,2960.0657,Beneficial Owner,,
Jesus Tucker,,0.0,Company Contacts,,
Lisa Key,,954.0984045,Beneficial Owner,,
Tracy Campbell,,954.0984045,Beneficial Owner,,
Sean Williams,,954.0984045,Beneficial Owner,,
Jennifer Doyle,,954.0984045,Beneficial Owner,,
Monica Brown,,954.0984045,Beneficial Owner,,
Courtney Jones,,954.0984045,Beneficial Owner,,
Bradley Pruitt,,954.0984045,Beneficial Owner,,
Jeremy Arnold,,954.0984045,Beneficial Owner,,
Patrick Benitez,,954.0984045,Beneficial Owner,,
Nicole Young,,954.0984045,Beneficial Owner,,
Emma Brady,,954.0984045,Beneficial Owner,,
William Morales,,954.0984045,Beneficial Owner,,
Donald Cunningham,,954.0984045,Beneficial Owner,,
Steven Lin,,954.0984045,Beneficial Owner,,
Stephen Schroeder,,954.0984045,Beneficial Owner,,
Ryan Duncan,,954.0984045,Beneficial Owner,,
Adam Logan,,954.0984045,Beneficial Owner,,
Brenda Reed,,0.0,Company Contacts,,
Eduardo Strong,,23666.6728,Beneficial Owner,,
Marcus Graham,,0.0,Company Contacts,,
Andrea Miller DDS,,0.0,Beneficial Owner,,
Richard Warren,,0.0,Company Contacts,,
Dr. Hannah Craig,,149666.6728,Beneficial Owner,,
Robin Ward,,0.0,Company Contacts,,
Austin Anderson,,0.0,Beneficial Owner,,
Erika Hancock,,0.0,Beneficial Owner,,
Paula Austin,,0.0,Beneficial Owner,,
Karl Stephenson,,6100.3903,Beneficial Owner,,
Sandra Perry,,0.0,Company Contacts,,
Jessica Mclaughlin,,114330.3839,Beneficial Owner,,
Stephanie Mason,,114330.3839,Beneficial Owner,,
Alicia Jordan,,0.0,Company Contacts,,
Troy Mullins,,23134.4976,Beneficial Owner,,
Ray Benton,,0.0,Company Contacts,,
Kayla Schultz,,5718.64054,Beneficial Owner,,
Tammy Cardenas,,5718.64054,Beneficial Owner,,
Laurie Myers,,5718.64054,Beneficial Owner,,
Kathleen Mclaughlin,,0.0,Company Contacts,,
Daniel Walton,,4796.6728,Company Contacts,,
Kathleen Thornton,,9036.8364,Company Contacts,,
Jacqueline Anderson,,2363.9988,Beneficial Owner,,
John Mitchell,,2363.9988,Beneficial Owner,,
Corey Frye,,0.0,Company Contacts,,
Matthew Cannon,,14356.6728,Company Contacts,,
Mrs. Dana Reid DVM,,40166.6728,Company Contacts,,
Stephanie Martinez,,8430.1812,Beneficial Owner,,
Cynthia Edwards,,0.0,Company Contacts,,
Joseph Stevenson,,20766.6728,Company Contacts,,
Dr. Christopher Berry,,5136.6728,Company Contacts,,
Rachel Butler,,133203.2052,Beneficial Owner,,
George Chan,,0.0,Company Contacts,,
Jacob Rivas,,25169.534,Beneficial Owner,,
Sean Cross,,25169.534,Beneficial Owner,,
Gary Warren,,63467.4268,Company Contacts,,
Michael Dixon,,68966.6728,Company Contacts,,
Erin Miller,,356666.6728,Company Contacts,,
Ellen Logan,,1969.9449,Beneficial Owner,,
Tracy Barker,,1969.9449,Beneficial Owner,,
Kevin Jackson,,1969.9449,Beneficial Owner,,
Diane Lewis,,0.0,Company Contacts,,
Marie Evans,,9596.6728,Company Contacts,,
Jennifer Franklin MD,,11566.6728,Company Contacts,,
Grace Houston,,42649.3504,Beneficial Owner,,
Veronica Davies,,0.0,Company Contacts,,
Corey Clark,,3206034.969,Company Contacts,,
Amanda Stewart,,0.0,Company Contacts,,
Jonathan Macias,,10036.6728,Beneficial Owner,,
Kenneth Berg,,8955.418675,Beneficial Owner,,
Deborah Brooks,,8955.418675,Beneficial Owner,,
Gary Farmer,,8955.418675,Beneficial Owner,,
Kristi Rogers,,0.0,Company Contacts,,
Mark Wagner,,1326666.673,Company Contacts,,
Michael Atkinson,,33795.2058,Company Contacts,,
Timothy Parker,,44885.08283,Beneficial Owner,,
Tammy Fields,,44885.08283,Beneficial Owner,,
Stephanie Quinn,,0.0,Company Contacts,,
Donna Rogers,,90966.6728,Company Contacts,,
Robert Garrett,,2352.381829,Beneficial Owner,,
Misty Chambers,,2352.381829,Beneficial Owner,,
Alexander Wilson,,2352.381829,Beneficial Owner,,
Brianna Austin,,2352.381829,Beneficial Owner,,
Richard Leach,,2352.381829,Beneficial Owner,,
Jeremy Alexander,,2352.381829,Beneficial Owner,,
Robert Bell,,2352.381829,Beneficial Owner,,
Dennis Stewart,,0.0,Beneficial Owner,,
Shannon Soto,,0.0,Company Contacts,,
Cameron Scott,,15466.6728,Beneficial Owner,,
Taylor Mendez DDS,,0.0,Company Contacts,,
Timothy Hawkins,,1751317.095,Company Contacts,,
Mary Moore,,0.0,Company Contacts,,
William Guzman,,0.0,Beneficial Owner,,
Latoya Robbins,,0.0,Beneficial Owner,,
Gabrielle Hardin,,0.0,Company Contacts,,
Brittany Doyle,,8402.7409,Beneficial Owner,,
Kristin Avila,,0.0,Company Contacts,,
Guy Franco,,0.0,Company Contacts,,
Kaitlin Rodriguez,,20866.6728,Company Contacts,,
Debra Mcfarland,,5921.4974,Beneficial Owner,,
Lawrence Mann,,5921.4974,Beneficial Owner,,
Derrick Jones,,0.0,Company Contacts,,
Ashley Rice,,0.0,Company Contacts,,
David Ellison,,0.0,Company Contacts,,
Kenneth Jennings,,0.0,Beneficial Owner,,
Jennifer Randolph,,0.0,Beneficial Owner,,
Steven Hayes,,0.0,Beneficial Owner,,
Kimberly Houston,,0.0,Beneficial Owner,,
Jacqueline Phillips,,0.0,Company Contacts,,
Victoria Benson,,0.0,Company Contacts,,
Angela Ward,,0.0,Beneficial Owner,,
Kristie Wright,,0.0,Beneficial Owner,,
Kelly Chandler,,0.0,Beneficial Owner,,
Mrs. Diane Moran,,0.0,Beneficial Owner,,
Gloria Richardson,,5088.8634,Beneficial Owner,,
Emily Lopez,,0.0,Beneficial Owner,,
Monica Carrillo,,0.0,Beneficial Owner,,
Amanda Russell,,0.0,Beneficial Owner,,
Stephen Charles,,0.0,Beneficial Owner,,
Jacqueline Wilson,,0.0,Beneficial Owner,,
Tanya Dunn,,0.0,Beneficial Owner,,
Danny Lutz,,0.0,Beneficial Owner,,
Michael Fitzpatrick,,14656.6728,Company Contacts,,
Jane Drake,,0.0,Beneficial Owner,,
Monica Scott,,0.0,Beneficial Owner,,
Kyle Barrett,,0.0,Beneficial Owner,,
Brianna Elliott,,0.0,Company Contacts,,
Charles Romero,,5570.5887,Beneficial Owner,,
Natalie Lowery,,0.0,Company Contacts,,
Charlotte Stephens,,16666.6728,Company Contacts,,
Kristina Snyder,,81325.1737,Company Contacts,,
Christopher Olson,,6521.61765,Beneficial Owner,,
Shannon Chavez,,6521.61765,Beneficial Owner,,
Michelle Garrett,,0.0,Company Contacts,,
Christina Smith,,14209.65343,Beneficial Owner,,
Bobby Williams,,14209.65343,Beneficial Owner,,
Shawn Diaz,,14209.65343,Beneficial Owner,,
Dr. Brian Garcia DVM,,0.0,Company Contacts,,
Dr. Kylie Morales DDS,,4268.98345,Beneficial Owner,,
Jeffrey Spence,,4268.98345,Beneficial Owner,,
Jordan Jensen,,0.0,Company Contacts,,
Gregory Martin,,10926.6728,Company Contacts,,
Kelly Sanchez,,0.0,Beneficial Owner,,
Heather Nunez,,0.0,Company Contacts,,
Karen Allen,,0.0,Beneficial Owner,,
Aaron Byrd,,0.0,Company Contacts,,
Michael Monroe,,4018.548046,Beneficial Owner,,
Nicole Charles,,4018.548046,Beneficial Owner,,
Larry Richards Jr.,,4018.548046,Beneficial Owner,,
Devin Fowler,,4018.548046,Beneficial Owner,,
Michael Moses,,4018.548046,Beneficial Owner,,
Christopher Burch,,4018.548046,Beneficial Owner,,
Edward Wilcox,,4018.548046,Beneficial Owner,,
Samantha Suarez,,4018.548046,Beneficial Owner,,
David Richardson,,4018.548046,Beneficial Owner,,
David Anthony,,4018.548046,Beneficial Owner,,
Gregory Allen,,4018.548046,Beneficial Owner,,
Carol Fitzpatrick,,4018.548046,Beneficial Owner,,
Karen Crawford,,4018.548046,Beneficial Owner,,
Stephanie Freeman,,4018.548046,Beneficial Owner,,
David Fischer,,4018.548046,Beneficial Owner,,
Amanda Perez,,4018.548046,Beneficial Owner,,
Deborah Gallagher,,4018.548046,Beneficial Owner,,
Shelby Anderson,,4018.548046,Beneficial Owner,,
Paul Lin,,4018.548046,Beneficial Owner,,
Mary Perez,,4018.548046,Beneficial Owner,,
Diane Sanchez,,4018.548046,Beneficial Owner,,
Christian Murray,,4018.548046,Beneficial Owner,,
Sarah Burgess,,4018.548046,Beneficial Owner,,
Denise Sanford,,4018.548046,Beneficial Owner,,
Victor Evans,,0.0,Company Contacts,,
Jared Bernard,,15866.6728,Company Contacts,,
Bradley Hall,,4767.516,Company Contacts,,
Luis Bennett,,2648.95615,Beneficial Owner,,
Aaron Pearson,,0.0,Company Contacts,,
Sandra Chen,,482933.8563,Beneficial Owner,,
Philip Elliott,,0.0,Company Contacts,,
Christopher Turner,,0.0,Company Contacts,,
Dr. Glenn Newman MD,,9998.768,Beneficial Owner,,
Fernando Waters,,9998.768,Beneficial Owner,,
Scott Hubbard,,9998.768,Beneficial Owner,,
Aaron Cunningham,,9998.768,Beneficial Owner,,
Dennis Montgomery,,0.0,Company Contacts,,
Miranda Hood,,18266.6728,Company Contacts,,
Isaiah Moyer,,0.0,Company Contacts,,
Justin Chambers,,0.0,Company Contacts,,
Jordan Jackson,,81066.6728,Company Contacts,,
Christopher Anderson,,23366.6728,Company Contacts,,
Albert Allen,,24380.2883,Company Contacts,,
Thomas Wang,,23066.6728,Beneficial Owner,,
Jeffrey Bryan,,0.0,Company Contacts,,
Brian Nielsen,,13877.3475,Beneficial Owner,,
Teresa Martin,,13877.3475,Beneficial Owner,,
David Mclaughlin,,0.0,Beneficial Owner,,
James Mccormick,,0.0,Beneficial Owner,,
Calvin Ramos,,0.0,Beneficial Owner,,
Deborah Hudson,,0.0,Beneficial Owner,,
Mr. Troy Shields,,0.0,Company Contacts,,
Robert Steele,,0.0,Beneficial Owner,,
Karen Taylor,,0.0,Beneficial Owner,,
Paul Kemp,,0.0,Beneficial Owner,,
Heidi Gutierrez,,0.0,Company Contacts,,
Jimmy Powell,,0.0,Beneficial Owner,,
Bradley Lang,,0.0,Beneficial Owner,,
Karen Payne,,0.0,Beneficial Owner,,
Zachary York,,12766.6728,Beneficial Owner,,
Michelle Hughes,,0.0,Beneficial Owner,,
Angela Freeman,,0.0,Beneficial Owner,,
David Green,,0.0,Beneficial Owner,,
Noah Fisher,,0.0,Company Contacts,,
Rachael Davis,,0.0,Company Contacts,,
Darlene Goodman,,0.0,Beneficial Owner,,
Lucas Jenkins,,0.0,Beneficial Owner,,
Angel Morales,,0.0,Beneficial Owner,,
Amy Washington,,0.0,Company Contacts,,
Kathy Boone,,0.0,Beneficial Owner,,
Matthew Perkins,,0.0,Company Contacts,,
Robin Nichols,,0.0,Company Contacts,,
Jessica Patterson,,0.0,Company Contacts,,
Sean Davis,,0.0,Company Contacts,,
Sonia Robertson,,0.0,Company Contacts,,
Mrs. Laura Perry,,0.0,Company Contacts,,
Travis Maldonado,,0.0,Company Contacts,,
Steven Dennis,,0.0,Beneficial Owner,,
Bryan Kane,,0.0,Beneficial Owner,,
Billy Moore,,0.0,Company Contacts,,
Gerald Davis,,0.0,Company Contacts,,
Christine Carlson,,0.0,Beneficial Owner,,
Mariah Taylor,,0.0,Beneficial Owner,,
Scott Moreno,,0.0,Beneficial Owner,,
Maurice Weiss,,11327.4404,Company Contacts,,
Madison Harrison,,48248.8388,Beneficial Owner,,
Chad Martin,,0.0,Company Contacts,,
Carla Ochoa,,0.0,Beneficial Owner,,
Ruth Oconnor,,0.0,Beneficial Owner,,
David Wheeler,,5081.9959,Beneficial Owner,,
Jacqueline Sparks,,0.0,Beneficial Owner,,
Charles Guzman,,4736.6728,Company Contacts,,
Angel Gregory,,0.0,Beneficial Owner,,
Mary Jones,,0.0,Company Contacts,,
David Mccall,,17419.22024,Beneficial Owner,,
Kenneth Holmes,,17419.22024,Beneficial Owner,,
Savannah Phillips,,17419.22024,Beneficial Owner,,
Sandra Spears,,17419.22024,Beneficial Owner,,
Donald Wade,,17419.22024,Beneficial Owner,,
Megan Wong,,17419.22024,Beneficial Owner,,
Thomas Schmidt,,17419.22024,Beneficial Owner,,
Troy Carter,,0.0,Company Contacts,,
Philip Robles,,2366.7046,Beneficial Owner,,
Kimberly Walker,,2366.7046,Beneficial Owner,,
Anthony Mcfarland,,0.0,Company Contacts,,
Rodney Miranda,,0.0,Beneficial Owner,,
Charles Owens,,0.0,Company Contacts,,
Emily Mckay,,0.0,Beneficial Owner,,
Maurice Ferrell,,0.0,Company Contacts,,
Laura Rodriguez,,0.0,Beneficial Owner,,
Phyllis Mclaughlin,,0.0,Beneficial Owner,,
Alexis Henderson,,0.0,Company Contacts,,
Steven Henderson,,0.0,Company Contacts,,
Edward Molina DDS,,0.0,Beneficial Owner,,
Lawrence Rogers,,0.0,Beneficial Owner,,
Lindsey Harrell,,0.0,Company Contacts,,
Mrs. Christina Gonzales MD,,0.0,Beneficial Owner,,
Bob Harrell,,0.0,Company Contacts,,
Gina Michael,,0.0,Company Contacts,,
James Schwartz,,0.0,Beneficial Owner,,
Lindsey Frost,,0.0,Beneficial Owner,,
Kathy Clark,,0.0,Beneficial Owner,,
Crystal Patrick,,0.0,Beneficial Owner,,
Stacey Kelly,,0.0,Beneficial Owner,,
Nathan Moss,,0.0,Beneficial Owner,,
Elizabeth Anderson,,0.0,Beneficial Owner,,
Joseph Brown MD,,0.0,Beneficial Owner,,
Jacob Alvarez,,0.0,Beneficial Owner,,
Jeremy Haas,,0.0,Beneficial Owner,,
Matthew Quinn,,0.0,Company Contacts,,
Cory Bailey,,0.0,Beneficial Owner,,
Danny Morgan,,0.0,Company Contacts,,
Jocelyn Mason,,0.0,Beneficial Owner,,
Luis Neal,,0.0,Beneficial Owner,,
Brandon Woodard,,0.0,Beneficial Owner,,
Samantha Clark MD,,0.0,Company Contacts,,
Mark Wells,,0.0,Beneficial Owner,,
John Hurst,,0.0,Beneficial Owner,,
Julie Myers,,0.0,Company Contacts,,
Derrick Torres,,0.0,Beneficial Owner,,
Sharon Griffith,,0.0,Company Contacts,,
Cody Wilcox,,0.0,Beneficial Owner,,
Isabel Fisher,,0.0,Company Contacts,,
Monique Jones,,0.0,Company Contacts,,
Debbie Morgan,,0.0,Beneficial Owner,,
Leslie Moreno,,0.0,Beneficial Owner,,
Kimberly Bennett,,0.0,Beneficial Owner,,
Jose Griffin,,18352.8374,Beneficial Owner,,
Michael Blankenship,,153545.4492,Beneficial Owner,,
Alison Espinoza,,153545.4492,Beneficial Owner,,
Julie Evans,,0.0,Company Contacts,,
Russell Blake,,7036.2025,Company Contacts,,
Christopher Clarke,,0.0,Beneficial Owner,,
Jimmy Case,,0.0,Beneficial Owner,,
Tiffany Tanner,,0.0,Company Contacts,,
Melvin Roth,,0.0,Company Contacts,,
Melissa Andersen,,5736.6728,Company Contacts,,
Betty Riddle,,29266.6728,Company Contacts,,
Fred Skinner,,0.0,Company Contacts,,
Shelley Jones,,14433514.4,Beneficial Owner,,
Victor Mckenzie,,14433514.4,Beneficial Owner,,
Brian Zuniga,,14433514.4,Beneficial Owner,,
Sharon Burns,,14433514.4,Beneficial Owner,,
Alyssa Galvan,,14433514.4,Beneficial Owner,,
Ann Anderson,,0.0,Company Contacts,,
James Nguyen,,6647.02965,Beneficial Owner,,
Heather Diaz,,3199.63176,Beneficial Owner,,
Melissa Jimenez,,3199.63176,Beneficial Owner,,
Douglas Thompson,,3199.63176,Beneficial Owner,,
Kelli Simmons,,3199.63176,Beneficial Owner,,
Marissa Torres,,0.0,Company Contacts,,
Lisa Freeman,,5486.6728,Company Contacts,,
Kristin Mitchell,,37894.9688,Company Contacts,,
Tracy Jenkins,,0.0,Beneficial Owner,,
Gina Obrien,,0.0,Beneficial Owner,,
Michelle Norman,,0.0,Beneficial Owner,,
Sara Mccormick,,0.0,Company Contacts,,
Robert Horne,,0.0,Beneficial Owner,,
Jeffrey Sanchez,,0.0,Beneficial Owner,,
Kim Meyer,,0.0,Beneficial Owner,,
Stephanie Clayton,,0.0,Company Contacts,,
Timothy Moran,,13902.75368,Beneficial Owner,,
Mary Young,,13902.75368,Beneficial Owner,,
Jeffrey Knapp,,13902.75368,Beneficial Owner,,
Jose Blake,,13902.75368,Beneficial Owner,,
Adam Green,,0.0,Company Contacts,,
Brenda Cline,,2950.8362,Beneficial Owner,,
Trevor Rodriguez,,2950.8362,Beneficial Owner,,
Micheal Dixon,,0.0,Company Contacts,,
Richard Khan,,0.0,Company Contacts,,
Rachel Alvarado,,42454.8522,Company Contacts,,
Brandy Hernandez,,4662526.403,Company Contacts,,
Donna Rose,,0.0,Company Contacts,,
Brian Snow,,5166.6728,Company Contacts,,
Mr. James Merritt,,0.0,Company Contacts,,
Krista Lang,,0.0,Beneficial Owner,,
Christian Tyler,,0.0,Company Contacts,,
Ashlee Scott,,0.0,Company Contacts,,
Regina Bates DVM,,0.0,Company Contacts,,
Stephanie Humphrey,,20066.6728,Company Contacts,,
Michael Dawson,,50439.7603,Beneficial Owner,,
Fernando Benitez,,0.0,Company Contacts,,
Teresa Hoover,,0.0,Beneficial Owner,,
Erica Nixon,,0.0,Beneficial Owner,,
Antonio Parker,,0.0,Company Contacts,,
James Phillips,,0.0,Company Contacts,,
Emily Caldwell,,0.0,Company Contacts,,
Timothy Hale,,41539.3474,Beneficial Owner,,
Robin Hansen,,0.0,Company Contacts,,
Michael Warren PhD,,0.0,Company Contacts,,
Donna Hicks,,0.0,Beneficial Owner,,
Danielle Jackson,,0.0,Company Contacts,,
Sandra Grimes,,0.0,Beneficial Owner,,
Megan Scott,,0.0,Company Contacts,,
Robert Estrada,,0.0,Beneficial Owner,,
Cathy Curtis,,0.0,Beneficial Owner,,
Dustin Gibson,,0.0,Beneficial Owner,,
Anne Willis,,0.0,Beneficial Owner,,
Diana Sloan,,0.0,Company Contacts,,
Richard Novak,,0.0,Beneficial Owner,,
Justin Case,,0.0,Beneficial Owner,,
Kelly Hodges,,0.0,Beneficial Owner,,
Adrian Ferguson,,0.0,Beneficial Owner,,
Thomas Barajas,,0.0,Beneficial Owner,,
Kim Cox,,0.0,Company Contacts,,
Kimberly Boyd,,0.0,Beneficial Owner,,
Adam Lee,,0.0,Beneficial Owner,,
Kristy Brown,,0.0,Beneficial Owner,,
Heather Harrison,,0.0,Beneficial Owner,,
Diana Williams,,0.0,Beneficial Owner,,
Maria Wallace,,0.0,Beneficial Owner,,
Alicia Robinson,,0.0,Beneficial Owner,,
Chris Bean,,0.0,Beneficial Owner,,
Mary Flores,,0.0,Company Contacts,,
Jasmine Hudson,,0.0,Beneficial Owner,,
Angela Solis,,0.0,Beneficial Owner,,
Alexis Green,,0.0,Beneficial Owner,,
William Brooks,,8782.9968,Beneficial Owner,,
Brandon Munoz,,8782.9968,Beneficial Owner,,
Emily Cole,,0.0,Beneficial Owner,,
Clifford Brown,,0.0,Beneficial Owner,,
Debra Barnes,,0.0,Beneficial Owner,,
Latoya Sandoval,,0.0,Beneficial Owner,,
Michelle Gray,,0.0,Beneficial Owner,,
Denise Gonzalez,,0.0,Beneficial Owner,,
Pamela Jensen,,0.0,Beneficial Owner,,
Ruben Wade,,0.0,Beneficial Owner,,
Tracy Espinoza,,0.0,Beneficial Owner,,
Andrea Adams,,0.0,Beneficial Owner,,
Alison Smith,,0.0,Beneficial Owner,,
Carl Robertson,,0.0,Beneficial Owner,,
Emily Jenkins,,0.0,Company Contacts,,
Charles Holder,,0.0,Company Contacts,,
Matthew Stevens,,0.0,Beneficial Owner,,
Cindy Stevens,,0.0,Beneficial Owner,,
Miss Vanessa Miller,,0.0,Beneficial Owner,,
Terry Harris,,0.0,Beneficial Owner,,
Darrell Sullivan,,0.0,Beneficial Owner,,
Sharon Zimmerman,,0.0,Company Contacts,,
Christine Gonzales,,0.0,Beneficial Owner,,
Joshua West,,0.0,Beneficial Owner,,
Amanda Chavez,,0.0,Beneficial Owner,,
Taylor Trujillo,,0.0,Beneficial Owner,,
Isabel Moody,,0.0,Company Contacts,,
James Ramos,,0.0,Beneficial Owner,,
Tiffany Keller,,0.0,Beneficial Owner,,
Thomas Avila,,0.0,Company Contacts,,
Melissa Larsen,,0.0,Beneficial Owner,,
Richard Reid,,0.0,Company Contacts,,
Melanie Burgess,,0.0,Company Contacts,,
Lisa Patterson,,0.0,Beneficial Owner,,
Daniel Fields,,0.0,Company Contacts,,
James Copeland,,0.0,Beneficial Owner,,
Jose Finley,,0.0,Company Contacts,,
Debbie Price,,0.0,Beneficial Owner,,
Alicia Lewis,,0.0,Beneficial Owner,,
Robert Mckinney,,0.0,Company Contacts,,
Michael Porter,,0.0,Beneficial Owner,,
Patrick Walsh,,0.0,Beneficial Owner,,
Priscilla White,,0.0,Company Contacts,,
Tammy Myers,,0.0,Company Contacts,,
Lauren Black,,0.0,Beneficial Owner,,
Anthony Woodward,,0.0,Beneficial Owner,,
Alexandra Warner,,0.0,Company Contacts,,
Joshua Perez,,14743.8478,Company Contacts,,
Jamie Nelson,,24266.6728,Beneficial Owner,,
Christine Alvarez,,0.0,Company Contacts,,
Sean Weaver,,24566.6728,Company Contacts,,
Crystal Atkins,,0.0,Company Contacts,,
Christopher Clay,,0.0,Beneficial Owner,,
Christina Harris MD,,0.0,Beneficial Owner,,
Matthew Macias,,0.0,Beneficial Owner,,
Angela Silva,,0.0,Beneficial Owner,,
Kelly Ryan,,0.0,Company Contacts,,
Eugene Chan,,0.0,Beneficial Owner,,
Mario Jones,,0.0,Beneficial Owner,,
Richard Mooney,,0.0,Beneficial Owner,,
Katrina Garcia,,0.0,Beneficial Owner,,
Angela Hanson,,0.0,Beneficial Owner,,
Jason Brooks,,0.0,Beneficial Owner,,
Vincent Hill,,0.0,Beneficial Owner,,
Michael Coleman,,0.0,Company Contacts,,
Joshua Patel,,0.0,Beneficial Owner,,
Nicholas Patterson,,0.0,Beneficial Owner,,
Caitlin Taylor,,0.0,Beneficial Owner,,
Manuel Armstrong,,0.0,Company Contacts,,
Sydney Ewing,,0.0,Beneficial Owner,,
Tamara Hawkins,,0.0,Company Contacts,,
Christy Conner,,0.0,Beneficial Owner,,
Kathleen Rogers DDS,,0.0,Beneficial Owner,,
Matthew Luna,,1562.5808,Beneficial Owner,,
John Young,,1562.5808,Beneficial Owner,,
