name,tot_company,tot_revenue
Jackson Thompson,1,0
Tammy Clark,1,0
Kimberly Gonzalez DDS,1,0
Colleen Young,1,0
Tammy Mitchell,1,0
Christine Baker,3,0
Alexa Murray,1,0
Kendra Lewis,1,0
James Blevins,1,0
Christopher Foster DDS,1,0
Brittany Reyes,1,0
Joshua Reed,1,13092.4606
Randy Gonzalez,1,632731.872
Roy Romero,1,5166.6738
Jennifer Hudson,1,71628.0595
Robert Summers,1,71628.0595
Elijah Parsons,1,71628.0595
Brandon Lee,1,71628.0595
Matthew Oneill,1,71628.0595
Jessica Welch,1,71628.0595
Michael Gaines,1,71628.0595
Elaine Bishop,1,71628.0595
William Stokes,1,0
Kathy Pena,1,0
Dale Young,1,5496.6728
Nathan Fisher,1,0
John Skinner,1,4310.79585
Kevin Horton,1,4310.79585
Kathleen Gordon,1,46566.6728
Mary Medina,1,0
Donna Avila,1,3415.58745
Keith Bray,1,14666.6728
Teresa Tucker,1,5366.6728
Michael Walter,1,50966.6728
Richard Buckley,1,5309.714333
Daniel Greene,1,5309.714333
Stephanie Knight,1,5309.714333
Linda Parrish,1,5309.714333
Christopher Harvey,1,5309.714333
David Wilson,3,36893.12609
Johnny Ortega,1,0
Russell Neal,1,3281.752233
Brian Bell,1,0
Annette Jones,1,2906.5663
Tara Martin,1,2906.5663
Sarah Grant,1,0
Cassie Lambert,1,6161666.673
Ryan Miller,2,6678.3364
Heather Alexander,1,965.5056
Bruce Mendez,1,965.5056
Shawn Serrano,1,965.5056
Hector Wood,1,965.5056
James Jensen,1,965.5056
Heather Thomas,1,965.5056
Amber Wilkins,1,0
Julie Perkins,1,21966.6728
Latoya Bailey,1,4984.327133
Tonya Lee,1,4984.327133
Phillip Mason,1,4984.327133
Robin Scott,1,0
Ivan Allison,1,0
Jon Williams,1,0
Paula Barron,1,0
Anthony Downs,1,0
Cassidy Jones,1,0
Anna Aguilar,1,0
Erica Garcia,1,0
Darlene Russell,1,0
Dr. Jerry Smith,1,2511.259
Edward Webster,1,10982.148
Amanda Woods,1,0
Andrew Brock,1,0
Timothy Harris,1,0
Steven Clay,1,0
John Rhodes,1,0
Mark Mcintyre,1,0
Anthony Brewer,1,0
Kelly Cruz,1,0
Dr. Brianna Lopez,1,0
Lynn Robertson,1,0
Shannon Rosales,1,0
Alice Cunningham,1,0
Kimberly Ellis,1,0
Connor Perry,2,0
Amy Simmons,1,0
Peter Hernandez,1,0
Carrie Owens,1,13236.6706
Susan Walsh,1,13236.6706
Michele Clark,2,12588.30912
Ronald Hamilton,1,2032.84179
Colleen Lucas,1,2032.84179
Madison Smith,2,30911.21481
Jeffrey Willis,1,2032.84179
Melissa Baker,1,2032.84179
Dennis Downs,1,2032.84179
Monica Williams,1,2032.84179
Jamie Coleman,1,2032.84179
Paul Vincent,1,0
Margaret Weiss MD,1,0
James Chandler,1,0
Anthony Lucero,1,0
Robert Richardson,1,0
Martin Romero,1,0
John Larsen,1,0
Andrea Brown,1,0
Alyssa Lopez,1,0
Anna Chung,1,17284.50085
Caitlin Smith,2,26125.43911
Samuel Nash,1,0
Bryan Cook,1,66161.21095
Elizabeth Munoz,1,66161.21095
Tracy Robinson,1,0
Dustin Bradford,1,16633.3364
Paula Hendricks,1,0
Bailey Montoya,1,24175.99686
Victor Salazar,1,24175.99686
Anthony Wright,1,24175.99686
Philip Curtis,1,24175.99686
Colleen Kramer,1,0
Paul Wilson,1,3266.2168
Matthew Randolph,1,3266.2168
Madison Williams,1,0
Nicole Richmond,1,22333.3912
Gabriel Jennings,1,0
Cody Lee,1,0
John Boone,1,0
Jennifer Vincent,1,0
Jasmine Ochoa,1,0
Victoria Johnston,1,0
Christopher Reeves,1,0
Tammie Smith,1,106666.6728
Amanda Harrison,1,3264.49065
Alan Lozano,1,3264.49065
Adam Graham,1,0
James Bryant,1,32382.85306
Samantha White,1,32382.85306
Martin Grant,1,32382.85306
Judith Howard DDS,1,32382.85306
Rachel Gordon,1,0
Meagan Alexander,1,1050.16955
Wesley Zimmerman,1,1050.16955
Theresa Stevens MD,1,1050.16955
Amanda Aguirre,1,1050.16955
Daniel Riddle,1,0
Katherine Brown,1,3909.122985
William Joseph,1,3909.122985
Crystal Holmes MD,1,3909.122985
Sara Rivas,1,3909.122985
Hannah Michael,1,3909.122985
Shannon Hanson,1,3909.122985
Keith Gomez,1,3909.122985
Ashley Guerrero,1,3909.122985
Vicki Montes,1,3909.122985
Jerry Harris,1,3909.122985
Ellen Murphy,1,3909.122985
Kelly Scott,1,0
Susan Miller,1,20771282.01
Stephen Fields,1,20771282.01
Ryan James,1,0
Nicholas Olson,2,0
Christopher Lynch,1,0
Maria Harris,1,80866.6728
Kayla Parker,1,671.6047286
Janice Mitchell,1,671.6047286
Edward Ortiz,1,671.6047286
Allison Nguyen,1,671.6047286
Carolyn Trujillo,1,671.6047286
Jamie Giles,1,34866.6728
Jessica Jimenez,1,0
Rachel Perez,1,0
Jessica Riddle,1,0
Karen Lindsey DDS,1,0
Joseph Clark,2,2289.075893
Heather Young,1,0
John Weiss,1,0
Zachary Castillo,1,0
Kevin Cruz,1,5441.03495
Andrew Mathis,1,5441.03495
George Lewis,1,0
Brian Drake,1,4735.0201
Donna Reed,1,4736.6728
Ashley Thomas,1,0
Holly Wells,1,2575.36945
Patricia Jensen,1,0
Nicholas Rhodes,1,1794.52508
Lisa Morales,1,1794.52508
Laura Hines,1,1794.52508
James Hughes,1,7716.383
Michael Edwards,1,7716.383
Cassandra Ellis,1,7716.383
David Cline,1,0
Jon Kramer,1,2584.41865
Larry Green,1,2584.41865
Paul Solis MD,1,0
Frederick Taylor,1,0
Lisa Barnes,1,5166.6738
Casey Bautista,1,15994.9175
Roger Chapman,1,466333.3364
Elizabeth Reid,1,0
Gavin Tanner,1,13516.6728
Kara Graves,1,427422.4262
Christine Daniels,1,0
Roy Mclaughlin,1,17294.6205
Donna Wood,1,17294.6205
Peggy Olson,1,17294.6205
Veronica Bauer,1,0
Linda Parker,1,2694.16825
Eduardo Ramos,1,2694.16825
Betty Garcia,1,0
Kathryn Simmons,1,0
Jane Torres,1,4836.6728
Renee Campos,1,0
Bradley Hebert,1,102243.8837
Stephen Barrett,1,102243.8837
David Lopez,1,10956.6728
William Yang,1,5636.6728
Brandy Prince,2,5578.3364
Charles Marquez,1,5578.3364
Curtis Wilson,1,8105.34195
Jennifer Jimenez,1,8105.34195
Nicholas Martinez,1,0
Matthew Cardenas,2,0
Nichole Davis,1,7176.33213
Sarah Brown,2,7176.33213
Jesus Gibson,1,7176.33213
Ruben Rasmussen,1,7176.33213
Elizabeth Coleman,1,7176.33213
Victoria West,1,7176.33213
Frederick Peck,1,7176.33213
Julie Cook,1,7176.33213
Vickie Fisher,1,7176.33213
Devon Smith,1,7176.33213
Dylan Smith DDS,1,0
Ryan Floyd,1,8276.6728
Kevin Bailey,1,0
Eileen Johnson,1,19143.18133
Zachary Larson,1,19143.18133
Morgan Cook,1,19143.18133
Derek Thomas,1,23649.3909
Mr. Jacob Anderson,1,0
Lindsey Smith,1,0
Danny Hansen,2,0
Tonya Hall,3,2654.445189
Monique Aguirre,2,0
Debra Dixon,2,0
Kevin West,2,0
Matthew Harris,2,16207.1681
Ashley Perry,1,27511.1237
Erika Kennedy,1,27511.1237
Shaun Schwartz,1,0
Claudia Fleming,1,5163.6232
Patrick Sullivan,1,3035.1069
Tina Davis,1,3035.1069
Corey Berry,1,6637.2563
Melissa Ryan,2,678551.1539
Erika Gilbert,1,509951.7162
Kelly Tucker,1,0
Brandi Love,1,0
Jerry Phillips,1,0
Jaime Kennedy,1,0
Sean White,1,0
Jennifer Mora,1,0
Brenda Johnston,1,0
Thomas Garza,1,0
Scott Mendez,1,0
Emily Martinez,1,0
Toni Rogers,1,0
Mario Newton,1,0
Phillip Thompson,1,0
David Rivera,1,0
Alice Hahn,1,0
Jennifer Perkins,1,0
Chris Frey,1,0
Jose Poole,1,0
John Collins,1,0
Stefanie Edwards,1,0
Patricia Wright,1,0
Samantha Sims,1,0
Zachary Brown,1,0
Stephen Beasley,1,0
Krystal Bennett,1,0
Cynthia Watkins,1,0
Mrs. Mary Flowers MD,1,0
Ms. Jessica Shields,1,0
Heather Hood,1,0
Sarah Ball,1,0
April Howard,1,0
Ryan Moran,2,0
Jeremy Morgan,1,0
Robert Keith,1,0
James Burton,1,0
Michael Griffith,1,0
Kimberly Flores,1,0
Christopher Dalton,1,0
Stanley Matthews,1,0
Emily Flowers,1,0
Jonathan Conley,1,0
Scott Lynch,1,0
Kimberly Young,1,0
Jenny Gillespie,1,0
Alicia Morgan,1,0
Lisa Franklin,1,0
Brandy Thompson,1,0
Gina Gibbs,1,0
Billy Yates,1,8229.84455
Angela Velasquez,1,0
Mary Barr,1,0
Kelly Bullock,1,0
Laura Marks,1,0
Kenneth Riley,1,0
Adam Oliver,1,0
Carol Bailey,1,0
Karen Gomez,1,0
Judy Cox,1,0
Isaiah Brown,2,0
Kristen Mora,1,0
Susan Duncan,1,0
Casey Ellis,1,0
Linda Herrera,1,0
Christopher Nixon,1,0
Amanda Baldwin,1,0
Alexander Callahan,1,0
John Doyle,1,0
Daisy Thompson,1,0
Sheryl Gould,1,0
Sydney Roberts,1,8015.4916
Glenn Davis,1,0
Kenneth Marshall,1,0
Jill Walker,1,0
William Stephens,1,0
Monica Chandler,1,0
Megan Jacobs,1,0
Dillon Yoder,1,0
Danielle Wright,1,0
Nicholas Jimenez,1,0
Michelle Stephenson,1,0
Johnny Cole,1,0
Brian Fuller,1,0
Christopher Wilcox,1,0
Caleb Kaufman,1,0
Brittany Mcgee,1,0
Danielle Henderson,1,0
Angela Rogers,1,0
Lisa Ortega,2,0
Deborah Thomas,1,0
Samantha Lewis,1,0
Cesar Mathews,1,0
David Snyder,2,6673.4069
Ms. Andrea Martinez,1,4674.9314
Ralph Moody,1,0
Audrey Bradley,1,0
Kathryn Nelson,1,0
Danielle West,1,0
Sara Frey,1,0
Michelle Benson,1,0
Scott King,1,0
Tracey Johnson,1,0
Christine Russell,1,0
Dennis Rosales,1,0
Jamie Adkins,1,0
Sandra Lang,1,0
Jason Lamb,1,0
Alexis Ortiz,1,0
Martin Ritter,1,0
Crystal Caldwell,1,0
Alison West,1,0
Peter Simon,1,0
Nancy Snyder,1,0
Kimberly Ross,1,0
Gary Watts,1,0
Alexis Mitchell,1,8396.6728
Andrea Ruiz,1,11021.1542
Calvin Kirk,1,11021.1542
Kevin Howard,1,11021.1542
Mia Pierce,1,33210.80967
Eddie Brewer,1,0
Kevin Rush,1,0
Adam Ballard,1,0
Patrick Davis,1,0
Sara Kemp,1,0
Kimberly Trevino,1,0
Paula Bailey,1,0
Nichole Gutierrez,1,0
Rebecca Robles,1,0
Amber Mcknight,1,0
Keith Santos,1,0
Holly Owens,1,0
Jacqueline Frey,1,0
Meghan Gomez,1,0
Sharon Strickland,1,0
Christina Welch,1,0
Eric Adams,1,0
Linda Fuller,1,0
Timothy Fields,1,0
Adam Mcdowell,1,0
Shannon Bolton,1,0
Jacqueline Young,1,0
Miranda Williams,1,0
Jaclyn Fisher,1,11738.1414
Christina Miller,1,11738.1414
Michael Kirk,1,0
Sabrina Jordan,1,0
Rebecca Cruz,1,0
Christina Chandler,1,0
Tyrone West,1,0
Shaun Hart,1,0
Lisa Flowers,1,2452.2201
Jasmine Lopez,1,2452.2201
Matthew Wagner,1,2452.2201
April Farmer,1,2452.2201
Anthony Scott,1,0
Michael Collins,1,21283.3364
Marissa Todd,1,21283.3364
Sean Black,1,0
Adam Barrett,1,0
Thomas Gonzales,1,0
Courtney Castro,1,0
Allison Wilson,1,0
Steven Dominguez,1,0
Kim Jones,1,0
Mary George,1,0
Andrew Merritt,1,0
Kelly Hartman,1,0
James Schneider,1,0
Harold Martinez,1,0
Michael Davenport,1,0
Russell Davis,1,0
James Barnett,1,0
Melissa Frazier,1,0
Tina Bell,1,0
Andrew Estrada,1,0
Walter Payne,1,0
Alyssa Gutierrez,1,0
Andrew Mckinney,1,0
Dominique Wood,1,0
Jennifer Davis,1,0
Candace Salas,1,0
William Hall,1,0
Jo Gonzales,1,0
Mr. Paul Allen,1,0
Michelle Wilcox,1,0
Danielle Hicks,1,0
Scott Thompson,1,0
Stephanie Lawrence,1,0
James Freeman,1,0
Ms. Sarah Flores,1,0
Mark Brock,1,0
Emily Reilly,1,0
Danielle Kelly,1,0
Diamond White,1,0
Jasmine Fields,2,0
Angela Harris,1,0
Laura Howell,1,0
James Mayer,1,0
Dr. Thomas Suarez Jr.,1,0
Kimberly Sandoval,1,0
Tricia Moore,1,0
Jennifer Harrison,1,0
Jason York,1,0
Patricia Lane,1,0
Felicia Duran,1,0
Brett Harris,1,0
Kathy Martin,1,0
Barbara Sanchez,1,0
Alexis Gentry,1,0
Michael Kane,1,0
Yvonne Graham,1,0
Christopher Keller,1,0
Jennifer Alexander,1,0
James Bartlett,1,0
Breanna Guzman,1,0
Jeff Maddox,1,0
Vincent Blair,1,0
Ronald Cervantes,1,0
Kathryn Patterson,2,0
John Ramirez,1,0
Anthony Floyd,1,0
Mrs. Laurie Jacobs,1,0
Holly Hernandez,1,0
Ronald Sanchez,1,36566.6728
Elizabeth Stephens,1,0
Brian Cabrera,1,1526.88085
Matthew Burch,1,1526.88085
Ryan Cortez,1,1526.88085
Robert Woods,1,1526.88085
Dana Odonnell,1,1526.88085
Adrian King,1,916.7740556
Michele Terry,1,916.7740556
Laurie Rios,1,916.7740556
Mary Vega,1,916.7740556
Lacey Cummings,1,916.7740556
Cristian Johnson,1,916.7740556
Kimberly Kaiser,1,916.7740556
Dr. Briana Ramirez,1,916.7740556
Laura Pham,1,0
Cheryl Wright,1,0
Clifford Roman,1,0
Melissa Hill,1,0
Edward Stephenson,1,0
Mr. Scott Hunter,1,0
Thomas Holland,1,0
Julie Schmidt,1,0
Aaron Donaldson,1,0
Lori Reynolds,1,0
Mary Gutierrez,1,0
Erica Lindsey,1,0
Lisa Massey,1,12799.27385
Julie Figueroa,2,12799.27385
April Morris,1,0
Zachary Sutton,1,55924.77608
Jessica Moreno,1,55924.77608
Matthew Morrow,1,55924.77608
Natalie Lee,1,55924.77608
Christina Baker,1,0
Evelyn Thompson,1,0
Monique Snyder,1,0
Donna Welch,1,0
Amy Hicks,1,0
Yvonne Smith,1,0
Andrea Coffey,1,0
Eugene Fritz,1,0
Erica Carter,1,0
Billy Arnold,1,2863.07985
Tom Thompson,1,2863.07985
Brianna Hernandez,1,15104.73877
Mario Oconnor,1,15104.73877
Daniel Nelson,1,15104.73877
Alan Smith,1,0
Samuel Nguyen,1,0
Joseph Carpenter,1,0
Samantha Harris,1,0
Bryce Johnson,1,0
Katherine Blackwell,1,11479.9155
Jason Johnson,1,18455.44285
Steve Ball,1,18455.44285
Amber Porter,1,0
Traci Newman,1,7046.6728
John Velez,1,0
Frank Barnes,1,0
Aimee Dougherty,1,0
Shirley Taylor,1,0
Jessica Cervantes,1,0
Mr. Michael Middleton,1,0
Richard Barnes,1,0
Luis Schwartz,1,1241.441225
James Fisher,1,1241.441225
Christopher Benitez,1,1241.441225
Zachary Hill,1,0
Jodi Mccoy,1,0
William Alexander,1,0
Walter Wood,1,0
Alicia Wallace,1,0
James Olson,1,0
Chloe Cohen,1,4687.74065
Jesse Gilbert,1,4687.74065
Michelle Joseph,1,33526.7005
Julie Stout,1,110387.5924
Angela Bruce,1,10897.3552
Sarah Murray,1,0
Sean Hall,1,0
Patricia Parker,1,0
Tony Mason,1,29841.00505
Lance Haynes,1,0
Nancy Townsend,1,9906.6728
Allison Snyder,1,0
Alyssa Paul,1,0
Wendy Mercer,1,0
Stacey Kelley,1,7661.0037
Todd Gardner,1,0
Terri Sanders,2,163189.5001
Heather Boyle,1,154348.5618
Christopher Willis,1,154348.5618
Molly Harris,1,21066.6728
Dawn Aguilar,2,20766.6728
Caroline Petersen,1,10544.95721
Ian Nguyen,1,10544.95721
Brian James,1,10544.95721
Brandon Sutton,1,10544.95721
Joshua Sims,1,10544.95721
Kenneth Gray,1,10544.95721
Tanner Trujillo,1,10544.95721
Andrew Wilson,1,10544.95721
Tyler Camacho,1,10544.95721
Jeffrey Ingram,1,10544.95721
Megan Stewart,1,0
Kimberly Cooper,2,61802.82027
Eric Fields,1,33672.17483
Savannah Castillo,1,33672.17483
Hannah Sanchez,1,33672.17483
Charles Barr,1,33672.17483
Jeffrey Hudson,1,33672.17483
Shelby Smith,1,33672.17483
Kiara Hubbard,1,33672.17483
Kimberly Hines,1,33672.17483
Brandon Martin,2,33672.17483
Robert Phillips,2,61377.7248
Jessica Rivas,1,33672.17483
Dr. Loretta Castillo,1,33672.17483
Zachary Garcia,1,33672.17483
Yesenia Obrien,1,33672.17483
Randall Frey,1,33672.17483
Zachary Young,1,33672.17483
Amanda Thomas,2,33672.17483
Harold Burnett,1,33672.17483
Mary Hahn,1,33672.17483
Brett Arnold,1,33672.17483
Sara Butler,1,5126.6728
Lisa Taylor,1,10246.6728
Teresa Michael,1,8381.675125
Lawrence Myers,1,8381.675125
Christopher Sullivan,1,8381.675125
Ronald Morales,1,8381.675125
Alex Robles,1,0
Brian Yang,1,562687.5183
Leonard Nelson,1,0
Kelly Kim,2,0
Matthew Shepard,1,0
Jeanette Baldwin,1,0
Ian Allen,1,0
Stacy Davis,1,0
Carol Flynn,1,27539.8958
Michael Waters,1,10666.6728
Mr. Kenneth Thomas,1,0
Allen Li,1,58203.97865
Jacqueline Jones,1,58203.97865
Adam Martinez,2,28878.37302
Sierra Williams,1,0
Nicole Watkins,1,5769.43495
Ryan Yang,1,0
James Stevenson,1,24666.6728
Jose Reed,1,6606.6728
Kevin Church,1,18166.6728
Amber Frazier,1,0
Roy Arnold,1,167501.5192
Frank Obrien,1,167501.5192
Christopher Cisneros,1,167501.5192
Toni Brown,1,167501.5192
Molly Nelson PhD,1,167501.5192
Richard Gordon,1,167501.5192
Brittany Cooke,1,167501.5192
Roger Sullivan,1,0
Ronald Carey III,1,22066.6728
Meagan Walton,1,3346.24705
Brian Cox,1,3346.24705
Kenneth Wilson,2,4173.33456
Stephanie Underwood,2,4173.33456
Hannah Evans,2,4173.33456
Daniel Moran,2,4173.33456
Kevin Hamilton,2,0
Sarah Jackson,3,19356.61321
Kristina Burnett,1,10515.67495
Erika Coleman,1,0
Alexander Clark,1,2568.22905
Melvin Schultz,1,0
Ryan Ingram,1,5166.6738
Rhonda Wilkinson,1,0
Steven Pierce,1,4923.468373
Kelly Wilkins,1,4923.468373
Kirk Lindsey,1,4923.468373
Dawn Mccoy,1,4923.468373
Jacqueline Hayes,1,4923.468373
Denise Collins,1,4923.468373
Wanda Chapman,1,4923.468373
Kirk Brown,1,4923.468373
Adrian Ramirez,1,4923.468373
Erika Pace,1,4923.468373
Rhonda Glover,1,4923.468373
Eric Parks,1,4923.468373
Lori Nielsen,1,4923.468373
Blake Baker,1,4923.468373
Jay Hodges,1,4923.468373
Vickie Smith,1,4923.468373
Garrett Wagner,1,4923.468373
Sarah George,1,0
Cindy Rodriguez,2,77896.90122
Michael House,1,75646.86966
Taylor Barton,1,75646.86966
Michael Leon,1,75646.86966
Ryan Johnston,1,75646.86966
Theresa Miller,1,0
Christine Martinez,1,0
Joshua Chapman,1,1556.156
Brent Nguyen,1,1556.156
Terry Carpenter,1,1556.156
Derek Parks,1,0
Brent Johnson,1,0
Kathy Hayes,1,31028.52827
James Jensen MD,1,31028.52827
Jeffery Green,2,39869.46653
Jennifer Clark,1,31028.52827
Tanner Martin,1,31028.52827
Miguel Torres,1,30766.6728
Kristin Fisher,1,20666.6728
Terrence Johnson,1,18667.7428
Andrea Taylor,2,0
Jason Wall,1,0
Jerry Hughes,1,0
Cody Thompson,1,0
Scott Beard,1,7331.13603
Lauren Brandt,1,7331.13603
Shaun Santos,1,7331.13603
Frederick Thompson,1,7331.13603
Caitlin Fowler,1,7331.13603
Shawna Carter,1,7331.13603
Evelyn Tucker,1,7331.13603
Mary Taylor,1,7331.13603
Joshua Daniel,1,7331.13603
Juan Anderson,1,7331.13603
Micheal Shaw,1,7331.13603
Stephanie Taylor,1,7331.13603
Angela Yates,1,7331.13603
Scott Gonzalez,1,7331.13603
Patrick Livingston,1,7331.13603
Kathryn Peterson,1,7331.13603
Stephen Jones,1,7331.13603
Holly Osborn,1,7331.13603
Jodi Ballard,1,7331.13603
Daniel Beard,1,7331.13603
Willie Allen,1,7331.13603
Zachary Flynn,1,7331.13603
Patrick Kelly,1,7331.13603
Eric Hale,1,8088.661
Michael Brooks,1,8088.661
Penny Cooper,1,8088.661
Mark Wheeler,1,8088.661
John Hall,1,8088.661
Timothy Parker DVM,1,0
Michelle Hensley,1,0
Victoria Martin,1,0
Jason Beck,1,0
Mr. Anthony Wilson,1,0
Susan Moore,1,0
Jessica Jones DDS,1,0
Alexander Allen,1,0
Rebecca Cummings,1,0
Jeff Martin,2,610675.8728
Alexandra Blackwell,1,0
Mary Marshall,1,0
Jordan Young,1,0
Amanda Sanchez,1,0
Christopher Diaz,1,0
Daniel Charles,1,0
Steven Hall,1,0
Carolyn Robinson,2,0
Beth Thomas,1,0
Donna Hudson,1,0
David Blanchard,1,0
Jennifer Singh,1,0
Megan Thomas,1,0
Randy Willis,1,0
Jennifer Reed,1,0
Claudia Brown,1,0
Rebecca Watson,1,979.5611727
Joseph Hickman,1,979.5611727
Benjamin Castaneda,1,979.5611727
Trevor Long,1,979.5611727
Michael Travis,1,979.5611727
Lisa Campbell,1,979.5611727
Renee Anderson,1,979.5611727
Janet Terry,1,979.5611727
Andrea Cain,1,979.5611727
Sarah Wiley,1,979.5611727
Amy Diaz,1,979.5611727
Kristen Anderson,1,979.5611727
Christian Graham,1,979.5611727
Matthew Ferguson,1,979.5611727
Melissa Riddle,1,979.5611727
Peter Lopez,1,979.5611727
Andre Lane,1,979.5611727
Billy Hoffman,1,979.5611727
Phillip Morris,1,979.5611727
Gabriela James,1,979.5611727
Amy Petty,1,979.5611727
Marie Reyes,1,0
Melody Skinner,2,27562.5846
Carlos Richmond,1,91940.6795
Mr. Brandon Anderson,1,91940.6795
Jonathan Howell,2,43950.0092
Jessica Medina,1,20717.59423
Melanie Hawkins,1,20717.59423
Martin Hubbard,1,20717.59423
Pamela Gibbs,1,0
Molly Lopez,1,6186.6728
Joanna Tran,1,0
Christopher Castro,1,2251.003067
Shawn Johnson,1,2251.003067
Casey Mclaughlin,1,2251.003067
Rachel Anthony,1,0
Kimberly Bond,1,0
Lawrence Brooks,1,0
Nathaniel Chan,1,0
Jill Zimmerman,1,0
Jeremy Yang MD,1,0
Hannah Lopez,1,5006.6728
Sara Wright,1,0
Valerie Gomez,1,8376.0286
Sharon Jarvis MD,1,8376.0286
Kristen Morales,1,0
Kevin Hughes,1,0
David Phillips,1,0
Ann Mason,1,0
Scott Palmer,1,5524.2624
Dominique Carlson,1,5524.2624
Alice Wilcox,1,0
Adam Jones DVM,1,88328.4563
Jason Scott,1,4796.7485
Shelly Butler,1,10304.91425
Heather White,1,10304.91425
Sheila Roberts,1,0
Melissa Boyle,1,3143.3364
Mark Oconnor,1,3143.3364
Seth Cook,1,0
Norman Moses,1,0
Stephanie Wood,1,0
Larry Moore,1,0
Robert Coleman,1,0
Steven Cooper,2,0
Destiny Vasquez,1,0
Kimberly Moore,1,12057.3713
Carlos Hinton,1,88366.6728
Daniel Orozco,1,3456.0689
Patrick Rivera,1,3456.0689
Russell Cameron,1,0
Shannon Little,1,5763.29435
Kelly Morrison,1,5763.29435
Melissa Barton,1,5763.29435
Amanda Hart,1,5763.29435
Malik Smith,1,0
Monica Mckinney,1,4946.6728
Sarah Burke,2,2529.16705
Alex Bradley,2,2529.16705
Jennifer Young,2,2529.16705
Christopher Terry,2,2529.16705
Cole Newton,2,2529.16705
Kim Davis,2,2529.16705
Kenneth Perry,2,2529.16705
Hayley Mullen,2,2529.16705
Mark Davis,2,2529.16705
Carolyn Phillips,2,2529.16705
Shannon Jensen,2,2529.16705
Keith Pierce,2,2529.16705
James Gonzalez,2,2529.16705
Julie Holmes,1,134861.9422
Natasha Martinez,1,134861.9422
Nicolas Davis,1,134861.9422
Anthony Anderson,2,14738.18607
Stacy Gonzales,1,0
Kenneth Bond DDS,1,0
Sarah Baxter,1,46866.6728
Angelica Thompson,1,8466.6728
Jennifer Acosta,1,152666.6728
Angela Torres,1,4377.9615
Randy Cobb,1,4377.9615
Jon Fischer,1,0
Todd Clark,1,0
Denise Ingram,1,13967.3776
James Turner,2,13967.3776
Justin Williams,1,0
Robin Sosa,1,1699.97375
Sarah Glass,1,1699.97375
Stephanie Sanchez,1,1699.97375
Kristen Lam,1,1699.97375
Heather Murillo,1,1699.97375
Douglas Barker,1,1699.97375
Christian Moore,1,1699.97375
Amanda Ballard,1,1699.97375
Robert Zavala,1,1699.97375
Kelly Black,1,1699.97375
Dawn Frost,1,1699.97375
Nicholas Yates,1,1699.97375
Cathy Franco,1,1699.97375
Elijah Hughes,1,0
Carol Gordon,1,7021.2687
Kurt Martinez,1,10138.27575
Timothy Smith DVM,1,0
Michael Lane,1,2334.97065
Jean King,1,0
Molly Jimenez,1,0
Andrew Allen,1,0
Alfred Fernandez,1,0
Laurie Brooks,1,0
Jeffery Parsons,1,0
Mitchell Thomas,1,16596.27161
Christina Harris,1,16596.27161
Ian Chan,1,16596.27161
Chelsea Grant,1,16596.27161
Erin Spence,1,16596.27161
Daniel Lang,1,16596.27161
Hunter Anderson,1,0
Heidi Clark,1,2892.1428
Jason Quinn,1,2892.1428
Jeremiah Thompson,1,0
Rose Ramsey,1,189933.7172
Amanda King,1,0
Michael Spencer,1,2510.4609
Ashley Carson,1,2510.4609
Spencer Gilbert,1,2510.4609
Andrea Ward,2,0
Laura Payne,1,0
Luis Santiago,1,0
Ashley Diaz,1,0
Marcus Dixon,1,0
Andrea Cisneros,1,11326.6728
Carolyn Blake,1,0
Tamara Solomon,1,1320.9931
Anthony Ramos,1,1320.9931
Samantha Page,1,1320.9931
Amanda Moore,1,1320.9931
Ronald Dorsey,1,0
Amy Daugherty,1,2890.26375
Amanda Grant,1,2890.26375
Jacob Davis,1,0
Tonya Pena,1,138594.8337
Mr. Keith Simpson MD,1,1652.20548
Alyssa Carter,1,1652.20548
Michael Keller,1,1652.20548
Sergio Jones,1,1652.20548
William Mason,1,1652.20548
Catherine Vazquez,1,0
Cassandra Washington,1,0
Jeffrey Ward,1,10931.2998
Stephen Miller,1,0
Stephanie Leach,1,4314.544033
Brenda Robinson,1,4314.544033
Meagan Jimenez,1,4314.544033
Abigail Robertson,1,0
Sarah Delgado,1,4236.7847
Johnny Sexton,1,0
Juan Washington,1,0
Joseph Montgomery,1,6266.6728
Andrew Robbins,1,4444.2067
James Alexander,1,4444.2067
Scott Davis,1,4444.2067
William Wilson,2,4444.2067
Anthony Kelly DDS,1,4444.2067
Joseph Strickland,1,4444.2067
Jordan Coleman,1,0
Kelsey Quinn,1,7342.9687
Ricardo Thomas,1,27705.54997
Nicholas Lang,1,0
Brian Thomas,1,0
Amanda Nelson MD,1,14866.6728
George Escobar,1,0
Elizabeth Wilkerson,1,0
Jose Bell,2,0
Kristin Combs,1,0
Gregory Cruz,1,0
Glen Estrada,1,0
Jacob Bowman,1,0
Larry Kelley,1,0
Amanda Carpenter,1,2420.67045
Anna Adkins,1,0
Whitney Evans,1,45152.6728
Kimberly Miller,1,0
Sandy Archer,1,0
Cynthia Jenkins,1,0
Susan Turner,1,0
Benjamin Grant,1,0
Stephanie Dean,1,1428.439863
Kimberly Willis,1,1428.439863
David Moss,1,1428.439863
Tracey Smith,1,1428.439863
Ronald West,1,1428.439863
Patricia Spencer,1,1428.439863
Carolyn Lopez,1,0
Mitchell Leach,1,0
Crystal Maddox,1,37894.3522
Crystal Myers,1,0
