source,target,type,BOCnt,CCCnt,tot_revenue,avg_revenue
Tamil Nadu s CJSC,John Arnold,Company Contacts,1,1,14482.6899,0
Tamil Nadu s Company,Samuel Mcconnell,Beneficial Owner,2,1,0,0
Tamil Nadu s Company,Amanda Steele,Beneficial Owner,2,1,0,0
Tamil Nadu s Company,Donna Smith,Company Contacts,2,1,0,0
Tamil Nadu s Ges.m.b.H.,Matthew Moore,Beneficial Owner,1,1,8689.8277,8689.8277
Tamil Nadu s Ges.m.b.H.,Kevin Lawrence,Company Contacts,1,1,8689.8277,0
Tamil Nadu s Incorporated,Alicia Church,Company Contacts,0,2,8766.6728,4383.3364
Tamil Nadu s Incorporated,Mark Johnson,Company Contacts,0,2,8766.6728,4383.3364
Tamil Nadu s Kga Marine ecology,Travis Carter,Company Contacts,0,1,28766.6728,28766.6728
Tamil Nadu s Ltd. Corporation,Shawn Swanson,Beneficial Owner,3,1,8593.3296,2864.4432
Tamil Nadu s Ltd. Corporation,Alisha Scott,Beneficial Owner,3,1,8593.3296,2864.4432
Tamil Nadu s Ltd. Corporation,Jeffrey Lamb,Beneficial Owner,3,1,8593.3296,2864.4432
Tamil Nadu s Ltd. Corporation,Andrew Marsh,Company Contacts,3,1,8593.3296,0
Tamil Nadu s Mudflat,Jared Hess,Beneficial Owner,4,1,44530.717,11132.67925
Tamil Nadu s Mudflat,Lauren Parks,Beneficial Owner,4,1,44530.717,11132.67925
Tamil Nadu s Mudflat,James Dickson,Beneficial Owner,4,1,44530.717,11132.67925
Tamil Nadu s Mudflat,Brandon Franklin,Beneficial Owner,4,1,44530.717,11132.67925
Tamil Nadu s Mudflat,Raymond Jimenez,Company Contacts,4,1,44530.717,0
Tamil Nadu s NV Merchants,Thomas Cruz,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Rachel Zuniga,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Roy Gomez,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Heather Bryant,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Daniel Rivera,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Debra Ray,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jonathan Moyer,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Justin Wilson,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Aaron Waters,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jason Gray,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Mary Mcbride PhD,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Christine Holt,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Michael Ingram,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jennifer Armstrong,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Amanda Parsons,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jessica Jones,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Scott Collins,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Emily Jacobs,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Angel Walters,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Sarah Mcguire,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Sue Krueger,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,John Adams,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jesse Taylor,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Todd Buck,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Cynthia Williams,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Stephen Grant,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Rachel Gonzales,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Thomas Hughes,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Christopher Contreras,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Charles Reyes,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Cody Fernandez,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Aaron Mcdonald,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Keith Hensley,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Anne Cook,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Mark Adams,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Patrick Johnson,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,James Flores,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Craig Anderson,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,David Decker,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Alison Fernandez,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Jennifer Burns,Beneficial Owner,41,1,3619786.673,88287.47983
Tamil Nadu s NV Merchants,Henry Williams,Company Contacts,41,1,3619786.673,0
Tamil Nadu s Pic,Rebecca Norris,Beneficial Owner,3,1,6133.1068,2044.368933
Tamil Nadu s Pic,Leah Hudson,Beneficial Owner,3,1,6133.1068,2044.368933
Tamil Nadu s Pic,Alexander Phelps,Beneficial Owner,3,1,6133.1068,2044.368933
Tamil Nadu s Pic,Daniel Burgess,Company Contacts,3,1,6133.1068,0
Tamil Nadu s SE,Megan Henry,Beneficial Owner,1,1,63887.8302,63887.8302
Tamil Nadu s SE,Brenda Leonard,Company Contacts,1,1,63887.8302,0
Tamil Nadu s Shoal Company Express,Lauren Sutton,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Katelyn Fowler,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Mr. Michael Marquez,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Deanna Hill,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Carol Frank,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Sarah Campbell,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Teresa Gordon,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,John Jackson,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Bryan Fischer,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Tara Gomez,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Daniel Black,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Aaron Boyle,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Michelle Hodges,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Wendy Armstrong,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Wesley Jenkins,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Thomas Cooper,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Joseph Carrillo,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Adam Brewer,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Timothy Reyes,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Jennifer Stein,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Lisa Clarke,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Heather Snyder,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Karen Cantrell,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Steven Zhang,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Renee Mcclain,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Matthew Nguyen,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Lisa Graves,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Jonathan Morgan,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Kristin Nguyen,Beneficial Owner,29,1,17718.9145,610.9970517
Tamil Nadu s Shoal Company Express,Jennifer Jackson,Company Contacts,29,1,17718.9145,0
Tamil Nadu s Sp Barracuda,Abigail Andrews,Company Contacts,0,1,620417.1407,620417.1407
Tamil Nadu s ОАО,Carolyn Hernandez DVM,Company Contacts,0,1,0,0
Tana River  Abalone Ltd. Corporation Cargo,Amber Long,Company Contacts,0,1,7969.4568,7969.4568
Tana River  GmbH & Co. KG Consultants,Chad Walker,Company Contacts,0,1,0,0
Tana River  Ltd. Liability Co,Joyce Martin DDS,Company Contacts,0,1,111582.1536,111582.1536
Tana River  ОАО Shipping,Mrs. Julia Fitzgerald,Company Contacts,0,1,5216.6728,5216.6728
Tangier Coast  & S.A. de C.V. Brothers,Richard Park,Beneficial Owner,1,1,9696.6728,9696.6728
Tangier Coast  & S.A. de C.V. Brothers,Kayla Schneider,Company Contacts,1,1,9696.6728,0
Tangier Coast  Corporation Line,Courtney Reed,Beneficial Owner,2,1,11438.8095,5719.40475
Tangier Coast  Corporation Line,Melissa Smith,Beneficial Owner,2,1,11438.8095,5719.40475
Tangier Coast  Corporation Line,Matthew Monroe,Company Contacts,2,1,11438.8095,0
Tangier Coast  Corporation Worldwide,Gabriel Norris,Company Contacts,0,1,14339.7834,14339.7834
Tangier Coast  Incorporated Delivery,Charles Woods,Company Contacts,0,1,4667.897,4667.897
Tangier Coast  N.V. Tidal flat,Heather English,Company Contacts,0,1,130666.6728,130666.6728
Tangier Coast  Ocean Sagl Marine conservation,Stephanie Page,Beneficial Owner,1,1,11664.6148,11664.6148
Tangier Coast  Ocean Sagl Marine conservation,Timothy Williams,Company Contacts,1,1,11664.6148,0
Tangier Coast  S.A. de C.V. Carriers,Jessica Wilkinson,Company Contacts,0,1,0,0
Tangier Coast  Sp United,Michael Gilbert,Beneficial Owner,1,1,8995.677,8995.677
Tangier Coast  Sp United,Shelby Burns,Company Contacts,1,1,8995.677,0
Tanner PLC,Jesse Coleman,Company Contacts,0,1,0,0
"Tanner, Chavez and Davis",Katherine Pearson,Company Contacts,0,1,0,0
"Tapia, Ramirez and Mcdonald",Bryan Walsh,Beneficial Owner,1,0,0,0
Tapia-Andrews,Hayden Smith,Company Contacts,0,1,0,0
Tapia-Lewis,Natalie Young,Beneficial Owner,1,0,0,0
Tate Inc,Christopher Smith,Company Contacts,0,1,0,0
"Tate, Brock and Phillips",Christopher Weeks,Beneficial Owner,1,0,0,0
"Tate, Finley and Garcia",Shirley Miller,Beneficial Owner,1,0,0,0
Tate-Sullivan,Jeffery Jones,Beneficial Owner,1,0,0,0
Taylor and Sons,Tracy Becker,Beneficial Owner,1,1,0,0
Taylor and Sons,Kendra Wang,Company Contacts,1,1,0,0
Taylor Group,Sandra Sawyer,Beneficial Owner,2,0,0,0
Taylor Group,Amy Young,Beneficial Owner,2,0,0,0
Taylor Inc,Emily Thornton,Beneficial Owner,4,1,0,0
Taylor Inc,Nicole Mcconnell,Beneficial Owner,4,1,0,0
Taylor Inc,Mark Clark,Company Contacts,4,1,0,0
Taylor Inc,Shannon Valencia,Beneficial Owner,4,1,0,0
Taylor Inc,Kyle Herrera,Beneficial Owner,4,1,0,0
Taylor LLC,Susan Wells,Beneficial Owner,3,1,0,0
Taylor LLC,Emily Martin,Beneficial Owner,3,1,0,0
Taylor LLC,Joseph Gross,Beneficial Owner,3,1,0,0
Taylor LLC,Timothy Johnson,Company Contacts,3,1,0,0
Taylor Ltd,Nancy Frost,Beneficial Owner,3,1,0,0
Taylor Ltd,Brian Simpson,Beneficial Owner,3,1,0,0
Taylor Ltd,Miranda Boyle,Beneficial Owner,3,1,0,0
Taylor Ltd,Phillip Valenzuela,Company Contacts,3,1,0,0
Taylor PLC,Jeffrey Rivera,Beneficial Owner,2,2,0,0
Taylor PLC,Jonathan Ferguson,Company Contacts,2,2,0,0
Taylor PLC,Leslie Scott,Beneficial Owner,2,2,0,0
Taylor PLC,Albert Williams,Company Contacts,2,2,0,0
"Taylor, Allen and Villa",Jeremy Schmitt,Beneficial Owner,1,0,0,0
"Taylor, Choi and Merritt",James Smith,Beneficial Owner,1,0,0,0
"Taylor, Davidson and Davis",Amanda Garner,Beneficial Owner,1,0,0,0
"Taylor, Davis and Flores",Zoe Allen,Beneficial Owner,1,0,0,0
"Taylor, Deleon and Torres",Samantha Lyons,Beneficial Owner,1,0,0,0
"Taylor, Dixon and Chen",Mrs. Christine Gutierrez DVM,Beneficial Owner,1,0,0,0
"Taylor, Fisher and Maddox",Larry Landry,Beneficial Owner,1,0,0,0
"Taylor, Frey and Molina",David Mack,Beneficial Owner,1,0,0,0
"Taylor, Gonzalez and Lopez",Jose Orozco,Company Contacts,0,1,0,0
"Taylor, Jenkins and Porter",John Reynolds,Beneficial Owner,1,0,0,0
"Taylor, Mitchell and May",Melanie Joseph,Beneficial Owner,1,0,0,0
"Taylor, Myers and Garcia",Trevor Ryan,Beneficial Owner,1,0,0,0
"Taylor, Randall and Harris",Natasha Cook,Beneficial Owner,1,0,0,0
"Taylor, Smith and Garcia",Miguel Bailey,Company Contacts,0,1,0,0
"Taylor, Walsh and Rivera",Ryan Hicks,Beneficial Owner,1,0,0,0
"Taylor, Warner and Lin",Christopher Strong,Beneficial Owner,1,0,0,0
Taylor-Baker,Samuel Bailey,Beneficial Owner,1,0,0,0
Taylor-Barber,Jennifer Mendez,Beneficial Owner,1,0,0,0
Taylor-Barnes,Traci Perez,Beneficial Owner,1,0,0,0
Taylor-Clark,Shawn Clark,Beneficial Owner,1,0,0,0
Taylor-Davis,Grace Howell,Company Contacts,0,1,0,0
Taylor-Duarte,Veronica Mcneil,Beneficial Owner,1,0,0,0
Taylor-Estrada,Angela George,Beneficial Owner,1,0,0,0
Taylor-Fisher,Christine Kelly,Company Contacts,0,1,0,0
Taylor-Garcia,Jennifer Sanchez,Company Contacts,0,1,0,0
Taylor-Grant,Tracie Hunter,Company Contacts,0,1,0,0
Taylor-Hopkins,Lisa Phelps,Company Contacts,0,1,0,0
Taylor-Johnson,Nicholas Smith,Company Contacts,0,1,0,0
Taylor-Johnston,Jill Hill,Beneficial Owner,1,0,0,0
Taylor-Joyce,Chase Robinson,Company Contacts,0,1,0,0
Taylor-Lawson,Edward Gardner,Beneficial Owner,1,0,0,0
Taylor-Liu,Melissa Fletcher,Beneficial Owner,1,0,0,0
Taylor-Mitchell,Mallory Bauer,Beneficial Owner,1,0,0,0
Taylor-Murphy,Tina Myers,Beneficial Owner,1,0,0,0
Taylor-Reeves,Erik Melton,Beneficial Owner,1,0,0,0
Taylor-Reyes,Brenda Meyer,Company Contacts,0,1,0,0
Taylor-Rios,Daniel Orr,Company Contacts,0,1,0,0
Taylor-Rodriguez,Kathleen Sellers,Beneficial Owner,1,0,0,0
Taylor-Sosa,Matthew Charles,Company Contacts,0,1,0,0
Taylor-Suarez,Brianna Becker,Beneficial Owner,1,0,0,0
Taylor-Taylor,Christopher Jordan,Beneficial Owner,1,0,0,0
Taylor-Wright,Joshua Castillo,Beneficial Owner,1,0,0,0
Telangana  GmbH & Co. KG,Mallory Torres,Company Contacts,0,1,7867.1245,7867.1245
Telangana  Ltd. Corporation Investment,Angela Schneider,Beneficial Owner,1,1,0,0
Telangana  Ltd. Corporation Investment,Natalie Hernandez,Company Contacts,1,1,0,0
Telangana  Ltd. Liability Co Holdings,Miranda Humphrey,Beneficial Owner,1,1,9510.3581,9510.3581
Telangana  Ltd. Liability Co Holdings,Daniel Knight,Company Contacts,1,1,9510.3581,0
Telangana  NV Cruise ship,Elizabeth Murphy,Beneficial Owner,2,1,23866.6728,11933.3364
Telangana  NV Cruise ship,Timothy Kelly,Beneficial Owner,2,1,23866.6728,11933.3364
Telangana  NV Cruise ship,Eric Ford,Company Contacts,2,1,23866.6728,0
Telangana  S.A. de C.V.,Elizabeth Anderson,Beneficial Owner,5,2,20866.6728,4173.33456
Telangana  S.A. de C.V.,Christopher Burke,Beneficial Owner,5,2,20866.6728,4173.33456
Telangana  S.A. de C.V.,Wanda Gray,Beneficial Owner,5,2,20866.6728,4173.33456
Telangana  S.A. de C.V.,Janet Haley,Beneficial Owner,5,2,20866.6728,4173.33456
Telangana  S.A. de C.V.,John Jensen,Company Contacts,5,2,20866.6728,0
Telangana  S.A. de C.V.,Shannon Dominguez,Beneficial Owner,5,2,20866.6728,4173.33456
Telangana  S.A. de C.V.,Christopher Green,Company Contacts,5,2,20866.6728,0
Telangana  Sagl Marine conservation,Mrs. Jasmine Whitaker,Beneficial Owner,1,1,62566.6728,62566.6728
Telangana  Sagl Marine conservation,Cassandra Palmer,Company Contacts,1,1,62566.6728,0
Telangana  Wakame CJSC United,Amber Austin,Beneficial Owner,2,1,11352673.61,5676336.805
Telangana  Wakame CJSC United,Angela Reed,Beneficial Owner,2,1,11352673.61,5676336.805
Telangana  Wakame CJSC United,William Gutierrez,Company Contacts,2,1,11352673.61,0
Terrell Inc,Robert Shelton,Beneficial Owner,1,0,0,0
Terrell-Cole,Gerald Woodward,Company Contacts,0,1,0,0
Terrell-Reid,Andrea Melton,Beneficial Owner,1,0,0,0
Terry Inc,Michael Woodard,Company Contacts,1,1,0,0
Terry Inc,Jamie Harmon,Beneficial Owner,1,1,0,0
"Terry, Thomas and Hawkins",Alyssa Diaz,Beneficial Owner,1,0,0,0
Terry-Gaines,Jessica Hernandez,Company Contacts,0,1,0,0
Terry-Turner,Nicole Hull,Company Contacts,0,1,0,0
Thalassa Ferry Ltd. Liability Co Worldwide,Regina Campbell,Beneficial Owner,1,0,11866.6728,11866.6728
The Salted Pearl - Oyj Marine conservation,Sarah Burke,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Alex Bradley,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Charles Martin,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Jennifer Young,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Christopher Terry,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Cole Newton,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Kimberly Williams,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Kim Davis,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Kenneth Perry,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Hayley Mullen,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Mark Davis,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Carolyn Phillips,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Shannon Jensen,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Keith Pierce,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,James Gonzalez,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Daniel Smith,Beneficial Owner,16,1,40466.6728,2529.16705
The Salted Pearl - Oyj Marine conservation,Ricky Smith,Company Contacts,16,1,40466.6728,0
The Salted Pearl AG,Christopher Church,Company Contacts,0,1,50575.5604,50575.5604
The Salted Pearl America Ltd Transit,Amanda Marquez,Company Contacts,0,1,12206.6728,12206.6728
The Salted Pearl Co,Lisa Howell,Company Contacts,0,1,15766.6728,15766.6728
The Salted Pearl Corporation Brine,Margaret Horn,Company Contacts,0,1,8724.5255,8724.5255
The Salted Pearl Dredge AG Shipping,Elizabeth Moore,Company Contacts,0,1,110666.6728,110666.6728
The Salted Pearl Inc Cargo,Lauren Kim,Beneficial Owner,2,1,0,0
The Salted Pearl Inc Cargo,Natalie Boyle,Beneficial Owner,2,1,0,0
The Salted Pearl Inc Cargo,Ricky Oconnell,Company Contacts,2,1,0,0
The Salted Pearl Inc Pelican,David Galvan,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Robert Klein,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Stephanie Martin,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,John Smith,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Jamie Perez,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Robert Wolf,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Derek Smith,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Frederick Hampton,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Megan Randall,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Cindy Martin,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Angela Stewart,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Linda Wood,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Samuel Daniels,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Joshua Mccall,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,David Mosley,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Maria Woods,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Samuel Garcia,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Holly Maynard,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Michael Underwood,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Aaron King,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,James Wells,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Andrea Crosby,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Joshua Logan,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Michael Bennett,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Christine May,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Kelly Gutierrez,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Victoria Graham,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Robert Hernandez,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Kristina Solis,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Sara Hill,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Joel Briggs,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Suzanne Edwards,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Susan Smith,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,John Estrada,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Cynthia Johnson,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Dr. Cassandra King,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Molly Mayer,Beneficial Owner,37,1,8618.6728,232.9371027
The Salted Pearl Inc Pelican,Andrew Miller,Company Contacts,37,1,8618.6728,0
The Salted Pearl Kga,Jessica Winters,Beneficial Owner,4,1,11596.2432,2899.0608
The Salted Pearl Kga,Dr. Angela Murphy,Beneficial Owner,4,1,11596.2432,2899.0608
The Salted Pearl Kga,Michael Carter,Beneficial Owner,4,1,11596.2432,2899.0608
The Salted Pearl Kga,Ralph Smith,Beneficial Owner,4,1,11596.2432,2899.0608
The Salted Pearl Kga,Laura Allen,Company Contacts,4,1,11596.2432,0
The Salted Pearl LLC,Shelby Mooney,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Scott Jensen,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Austin Bean,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Cesar Pruitt,Company Contacts,8,3,5637.0464,0
The Salted Pearl LLC,Kelly Torres,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,George Lopez,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Sarah Williams,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Michael Barry,Company Contacts,8,3,5637.0464,0
The Salted Pearl LLC,Jill Martinez,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Lori Martinez,Beneficial Owner,8,3,5637.0464,704.6308
The Salted Pearl LLC,Matthew Larson,Company Contacts,8,3,5637.0464,0
The Salted Pearl Ltd. Corporation,Brian Baker,Beneficial Owner,2,2,29266.6728,14633.3364
The Salted Pearl Ltd. Corporation,Anthony Johnson,Beneficial Owner,2,2,29266.6728,14633.3364
The Salted Pearl Ltd. Corporation,Michael Mullen,Company Contacts,2,2,29266.6728,0
The Salted Pearl Ltd. Corporation,Derek Mills,Company Contacts,2,2,29266.6728,0
The Salted Pearl Pic,Joseph Stanton,Beneficial Owner,4,2,0,0
The Salted Pearl Pic,Jeffrey Dunn,Beneficial Owner,4,2,0,0
The Salted Pearl Pic,Kaitlin Jackson,Company Contacts,4,2,0,0
The Salted Pearl Pic,Sean Johnson,Beneficial Owner,4,2,0,0
The Salted Pearl Pic,Edward Collins,Beneficial Owner,4,2,0,0
The Salted Pearl Pic,Jessica Riggs,Company Contacts,4,2,0,0
The Salted Pearl Pic Export,Hailey Walton,Company Contacts,0,2,0,0
The Salted Pearl Pic Export,David Bradshaw MD,Company Contacts,0,2,0,0
The Salted Pearl Plc,Teresa Wilkerson,Company Contacts,0,1,0,0
The Salted Pearl Plc Logistics,Charles Johnson,Beneficial Owner,4,1,0,0
The Salted Pearl Plc Logistics,Kathleen Rivers,Beneficial Owner,4,1,0,0
The Salted Pearl Plc Logistics,Nicole Robertson,Beneficial Owner,4,1,0,0
The Salted Pearl Plc Logistics,Diana Wood,Beneficial Owner,4,1,0,0
