company_id,BOCnt,CCCnt
Sheila Christensen,2,0
Sheila Church,0,1
Sheila Clark,2,0
Sheila Contreras,0,1
Sheila Davis,1,0
Sheila Evans,0,1
Sheila Garcia,1,0
Sheila Gonzales MD,1,0
Sheila Green,1,0
Sheila Jones,1,0
Sheila Mitchell,1,0
Sheila Padilla,2,0
Sheila Porter,1,0
Sheila Roberts,0,1
Sheila Robinson,0,1
Sheila Rowe,1,0
Sheila Scott,1,0
Sheila Thomas,0,1
Sheila Williams,1,0
Shelby Anderson,1,0
Shelby Barker,0,1
Shelby Burns,0,1
Shelby Casey,0,1
Shelby Davis,1,0
Shelby Evans,1,0
Shelby Frazier,0,1
Shelby Jackson,1,0
Shelby Landry,0,1
Shelby Mooney,1,0
Shelby Moore,0,1
Shelby Ramos,0,1
Shelby Robertson,1,0
Shelby Simpson,1,0
Shelby Smith,1,0
Shelby Walker,1,1
Shelby Webb,0,1
Shelby Wood,1,0
Shelia Hayes,0,1
Shelia Johnson,1,0
Shelia Shepard,1,0
Shelley Cook,1,0
Shelley Jones,1,0
Shelley Martin,0,1
Shelley Mooney,1,0
Shelley Patrick,0,1
Shelley Ryan,1,0
Shelley Taylor,1,0
Shelley Villa,1,0
Shelley Young,1,0
Shelly Anderson,1,0
Shelly Brown,0,1
Shelly Butler,1,0
Shelly Dunn,1,0
Shelly Fox,1,0
Shelly Harris,1,0
Shelly Haynes,0,1
Shelly Huber,1,0
Shelly James,1,0
Shelly Jenkins,1,0
Shelly Lucero,1,0
Shelly Martin,0,1
Shelly Sanchez DDS,1,0
Shelly Stevens,1,0
Shelly Strong,0,3
Sheri Alexander,1,0
Sheri Barajas,1,0
Sheri Dudley,1,0
Sheri Willis,1,0
Sherri Bradley,1,0
Sherri Chavez,1,0
Sherri Contreras,2,0
Sherri Erickson,1,0
Sherri Garner,0,1
Sherri Gregory,0,3
Sherri Gutierrez,0,1
Sherri Hernandez,1,2
Sherri Hoffman,1,0
Sherri Keith,1,0
Sherri Mckay,1,0
Sherri Morgan,1,0
Sherri Ramirez,1,0
Sherri Rivera,1,0
Sherri Rojas,1,0
Sherri Roy,1,0
Sherri Wong,0,1
Sherry Bautista,0,1
Sherry Beltran,1,0
Sherry Burgess,1,0
Sherry Burns,1,0
Sherry Chang,1,0
Sherry Clark,2,0
Sherry Coleman,0,1
Sherry Dickerson,0,1
Sherry Dominguez,0,1
Sherry Doyle,0,1
Sherry Francis,1,0
Sherry Garcia,0,1
Sherry Heath,0,1
Sherry Hunt,1,1
Sherry Jones,1,0
Sherry Lang,1,0
Sherry Lindsey,2,0
Sherry Nguyen,1,0
Sherry Ponce,1,0
Sherry Rivera,1,0
Sherry Rivers,0,1
Sherry Robinson,0,1
Sherry Rodriguez,0,1
Sherry Sandoval,1,0
Sherry Shah,1,0
Sherry Shepherd,1,0
Sherry Stewart,1,0
Sherry Sutton,1,0
Sherry Webster,1,0
Sheryl Anderson,1,0
Sheryl Davis,0,1
Sheryl Estrada,1,0
Sheryl Garcia,0,1
Sheryl Gonzalez,0,1
Sheryl Gould,0,1
Sheryl Lewis,0,1
Sheryl Martin,0,1
Sheryl Smith,0,1
Shirley Davis,0,1
Shirley Erickson,1,0
Shirley Finley,0,1
Shirley Hicks,1,0
Shirley Miller,1,0
Shirley Murphy,1,0
Shirley Parker DDS,1,0
Shirley Phillips,1,0
Shirley Ramos,1,0
Shirley Reed,0,1
Shirley Taylor,1,0
Shirley Townsend MD,1,0
Shirley Wallace,1,0
Shirley Wolf,1,0
Sierra Allen,1,0
Sierra Blankenship,1,0
Sierra Bowen,1,0
Sierra Chang,1,0
Sierra Davis,1,0
Sierra Donovan,1,0
Sierra Greene MD,1,0
Sierra Hart,1,0
Sierra Kline,0,1
Sierra Mack,0,1
Sierra Martin,1,0
Sierra Murphy,1,0
Sierra Peterson,0,1
Sierra Roth,0,1
Sierra Smith,0,1
Sierra Williams,0,1
Sonia Dean,1,0
Sonia Flores,1,0
Sonia Gates,0,1
Sonia Miller MD,1,0
Sonia Owens,0,1
Sonia Robertson,0,1
Sonia Snyder,1,0
Sonya Anderson,1,0
Sonya Brennan,1,0
Sonya Davis,0,1
Sonya Douglas,1,0
Sonya Duffy,0,1
Sonya Garza,1,0
Sonya Griffith,1,0
Sonya Keith,1,0
Sonya Kline,1,0
Sonya Lopez,1,0
Sonya Nelson DDS,1,0
Sonya Scott,0,1
Sonya Vasquez,1,0
Sonya Vaughan,0,1
Sonya Warner,0,1
Sonya Wheeler,1,0
Sophia Cohen,1,0
Sophia Hoffman,1,0
Sophia Rice,0,1
Spencer Cabrera,0,1
Spencer Campbell,1,0
Spencer Castaneda,0,1
Spencer Garcia,0,1
Spencer Gilbert,1,0
Spencer Hayes,1,0
Spencer Newman,0,2
Spencer Olsen,0,1
Spencer Proctor,1,0
Spencer Shelton,0,1
Spencer Smith,1,0
Spencer Thompson,1,0
Spencer Torres,1,0
Stacey Armstrong,2,0
Stacey Banks,1,0
Stacey Brooks,0,1
Stacey Cox,0,1
Stacey Dean,1,0
Stacey Garcia,1,0
Stacey Gomez,1,0
Stacey Harmon,1,0
Stacey Higgins,1,0
Stacey Howard,1,0
Stacey Jackson,0,1
Stacey Johnson,1,0
Stacey Johnson DDS,1,0
Stacey Keith,1,0
Stacey Kelley,1,0
Stacey Kelly,1,0
Stacey Lee,2,0
Stacey Lindsey,1,0
Stacey Macdonald,0,1
Stacey Marsh,1,0
Stacey Mendoza,1,0
Stacey Nelson,1,0
Stacey Parker,2,1
Stacey Pena,0,1
Stacey Perez,1,0
Stacey Powell,1,0
Stacey Richardson,1,0
Stacey Rodgers,1,0
Stacey Smith,0,1
Stacey Spencer DDS,1,0
Stacey Stewart,0,1
Stacey Thompson,1,0
Stacey Vasquez,0,1
Stacey Washington,1,0
Stacey Williams,3,0
Stacey Williamson,0,2
Stacie Howard,1,0
Stacie Tran,1,0
Stacy Bailey,1,0
Stacy Bass,0,1
Stacy Bowman,1,0
Stacy Colon,0,1
Stacy Davis,1,0
Stacy Diaz,1,0
Stacy Drake,1,0
Stacy Erickson,1,0
Stacy Flores,1,0
Stacy Gonzales,0,1
Stacy Gray,1,0
Stacy Hanson,1,0
Stacy Harris,1,0
Stacy Henry,0,1
Stacy Horton,1,0
Stacy Johnson,0,1
Stacy Jones,1,0
Stacy Klein,1,0
Stacy Leonard MD,1,0
Stacy Luna,1,0
Stacy Martin,0,1
Stacy Mason,1,0
Stacy Moody,1,0
Stacy Nguyen,1,0
Stacy Phillips,0,1
Stacy Proctor,1,0
Stacy Richards,1,0
Stacy Roberson,1,0
Stacy Robles,1,0
Stacy Todd,0,1
Stacy Yates,1,0
Stanley Bruce,1,0
Stanley Erickson,1,0
Stanley Garcia,1,0
Stanley Hudson,1,0
Stanley Matthews,1,0
Stanley Robinson,1,0
Stefanie Edwards,1,0
Stefanie Medina,1,0
Stefanie Moore,1,0
Stefanie Rose,1,0
Stephanie Adams,0,1
Stephanie Alexander,0,1
Stephanie Allen,1,0
Stephanie Alvarez,0,1
Stephanie Ball,0,1
Stephanie Barnes,1,0
Stephanie Bartlett,1,0
Stephanie Bass,0,1
Stephanie Beck,1,0
Stephanie Bishop,0,1
Stephanie Boyle,1,0
Stephanie Brennan,0,1
Stephanie Bridges,0,1
Stephanie Brooks,1,0
Stephanie Brown,3,1
Stephanie Bryant,0,1
Stephanie Burnett,1,0
Stephanie Burns,1,0
Stephanie Campbell,0,1
Stephanie Carter,0,1
Stephanie Castaneda,0,1
Stephanie Cervantes,1,0
Stephanie Chavez,0,1
Stephanie Chen,1,0
Stephanie Cisneros,1,0
Stephanie Clark,1,0
Stephanie Clayton,0,1
Stephanie Contreras,1,0
Stephanie Crawford,1,0
Stephanie Dean,1,0
Stephanie Decker,0,1
Stephanie Diaz,1,0
Stephanie Dixon,0,1
Stephanie Donovan,1,0
Stephanie Downs,1,0
Stephanie Drake,1,0
Stephanie Edwards,1,0
Stephanie Fields,1,0
Stephanie Fischer,0,1
Stephanie Fleming,1,0
Stephanie Fletcher,1,0
Stephanie Forbes,1,0
Stephanie Freeman,1,0
Stephanie Galvan,0,1
Stephanie Gamble,1,0
Stephanie Garcia,2,0
Stephanie Gomez,1,0
Stephanie Gonzalez,2,0
Stephanie Gray,0,1
Stephanie Green,2,0
Stephanie Gutierrez,2,0
Stephanie Hall,0,2
Stephanie Hansen,1,0
Stephanie Hanson,0,1
Stephanie Harrell,1,0
Stephanie Hayden,2,0
Stephanie Henry,0,1
Stephanie Henson,0,1
Stephanie Hernandez,1,0
Stephanie Hess,0,1
Stephanie Higgins,0,1
Stephanie Howard,1,0
Stephanie Humphrey,0,2
Stephanie Hunter,1,0
Stephanie Hurst,0,1
Stephanie Jacobs,1,0
Stephanie James,0,1
Stephanie Johns,1,0
Stephanie Johnson,4,1
Stephanie Johnston,2,0
Stephanie Jones,1,1
Stephanie Joseph,0,1
Stephanie Key,1,0
Stephanie Kline,0,1
Stephanie Knight,1,0
Stephanie Lawrence,0,1
Stephanie Lawson,1,0
Stephanie Leach,1,0
Stephanie Lee,1,1
Stephanie Lloyd,1,0
Stephanie Lopez,1,0
Stephanie Marquez,1,0
Stephanie Martin,1,1
Stephanie Martinez,1,1
Stephanie Mason,1,0
Stephanie May,2,0
Stephanie Mccall,1,0
Stephanie Mccullough,1,0
Stephanie Mendoza,1,0
Stephanie Miller,1,1
Stephanie Montgomery,0,1
Stephanie Morales,2,0
Stephanie Morgan,0,1
Stephanie Myers,1,0
Stephanie Nelson,1,1
Stephanie Nichols,1,0
Stephanie Nicholson,1,0
Stephanie Obrien,2,0
Stephanie Oconnor,1,0
Stephanie Olson,1,0
Stephanie Orr,1,0
Stephanie Page,1,0
Stephanie Park,1,0
Stephanie Paul,0,1
Stephanie Pena,1,0
Stephanie Perez,1,0
Stephanie Perry,0,1
Stephanie Peterson,1,0
Stephanie Phillips,0,1
Stephanie Pierce,1,0
Stephanie Porter,1,0
Stephanie Prince,1,0
Stephanie Proctor PhD,0,1
Stephanie Quinn,0,1
Stephanie Reed,2,0
Stephanie Rios,1,0
Stephanie Robinson,2,0
Stephanie Rodriguez,1,0
Stephanie Rogers,1,0
Stephanie Romero,0,1
Stephanie Salinas,0,1
Stephanie Sanchez,1,0
Stephanie Sandoval,1,1
Stephanie Schultz,0,1
Stephanie Shea,1,0
Stephanie Sims,0,1
Stephanie Smith,3,0
Stephanie Stewart,1,0
Stephanie Sullivan,1,0
Stephanie Sutton,1,0
Stephanie Tate,1,0
Stephanie Taylor,1,0
Stephanie Turner,0,1
Stephanie Underwood,2,0
Stephanie Vang,1,0
Stephanie Vasquez,1,0
Stephanie Wade,1,0
Stephanie Walker,0,3
Stephanie Washington,0,1
Stephanie Watkins,0,1
Stephanie Wells MD,1,0
Stephanie White,1,0
Stephanie Whitehead,1,0
Stephanie Williams,2,1
Stephanie Wilson,0,1
Stephanie Wong,0,1
Stephanie Wood,0,1
Stephanie York,1,0
Stephanie Young,2,0
Stephen Adams,1,0
Stephen Ali,0,1
Stephen Bailey,2,0
Stephen Barrett,1,0
Stephen Beasley,1,0
Stephen Beck,1,0
Stephen Brooks,1,0
Stephen Brown,2,0
Stephen Burke,1,0
Stephen Butler,1,0
Stephen Calhoun DDS,1,0
Stephen Carpenter,1,0
Stephen Carr,1,0
Stephen Carter,0,1
Stephen Chang,1,0
Stephen Charles,1,0
Stephen Cisneros,1,0
Stephen Cortez,1,0
Stephen Craig,1,0
Stephen Curry,1,0
Stephen Davis,1,0
Stephen Dawson,0,3
Stephen Diaz,0,1
Stephen Dougherty,0,2
Stephen Durham,1,0
Stephen Fields,1,0
Stephen Fletcher,0,1
Stephen Franklin,0,1
Stephen George,0,1
Stephen Giles Jr.,0,1
Stephen Glenn,1,0
Stephen Grant,1,0
Stephen Graves,1,0
Stephen Greer,1,0
Stephen Griffin,1,0
Stephen Guzman,1,0
Stephen Harper,0,1
Stephen Hodge,1,0
Stephen Huerta,1,0
Stephen Huffman,1,0
Stephen Hutchinson,1,0
Stephen Jackson,2,0
Stephen Johnson,1,0
Stephen Jones,1,0
Stephen Lewis,1,0
Stephen Li,0,1
Stephen Maldonado,1,0
Stephen Martinez,0,1
Stephen Mathis,1,0
Stephen Mcclure,1,0
Stephen Mcdowell,1,0
Stephen Mcneil,1,0
Stephen Mendoza,1,0
Stephen Miller,0,1
Stephen Mitchell,1,0
Stephen Montes,1,0
Stephen Moody,1,0
Stephen Nichols,1,0
Stephen Oliver,1,0
Stephen Parker,1,0
Stephen Perez,0,1
Stephen Pierce,2,0
Stephen Pitts,1,0
Stephen Richards,1,0
Stephen Richardson,1,0
Stephen Riggs,1,0
Stephen Ryan,1,0
Stephen Sanchez,0,1
Stephen Schroeder,1,0
Stephen Smith,1,0
Stephen Sullivan,1,0
Stephen Taylor,0,1
Stephen Turner,0,1
Stephen Walker,1,0
Stephen Warren,0,1
Stephen Wells,2,0
Stephen West,1,0
Stephen Wheeler,0,1
Stephen Williams,1,0
Stephen Wright,1,0
Steve Ball,1,0
Steve Becker,0,1
Steve Bryant,1,0
Steve Carney,1,0
Steve Coleman,1,0
Steve Cox,1,0
Steve Davis,1,0
Steve Diaz,1,0
Steve Estrada,1,0
Steve Evans,0,1
Steve Foster,2,0
Steve Horton,1,0
Steve Jefferson,1,0
Steve Johnson,0,1
Steve Murillo,1,0
Steve Owens,0,1
Steve Rodriguez,1,0
Steve Schmidt,1,0
Steve Torres,1,0
Steve Trevino,1,0
Steve Vasquez,1,0
Steven Alvarado,1,0
Steven Andersen,1,0
Steven Andrews,1,0
Steven Austin,0,1
Steven Barton,1,0
Steven Bautista,0,1
Steven Berger,1,0
Steven Blair,0,1
Steven Brooks,1,0
Steven Buckley,0,1
Steven Byrd,2,1
Steven Campbell,0,1
Steven Carlson,1,0
Steven Chen,0,1
Steven Clay,1,0
Steven Compton,0,1
Steven Cook,1,0
Steven Cooper,2,0
Steven Cordova,0,1
Steven Cox,2,0
Steven Cunningham,2,0
Steven Davis,1,0
Steven Day,2,0
Steven Dennis,1,0
Steven Diaz,1,0
Steven Dominguez,1,0
Steven Dunn,0,1
Steven Edwards,1,0
Steven Fitzgerald,1,0
Steven Fletcher,0,1
Steven Foster,1,0
Steven Frazier,1,0
Steven Freeman,0,1
Steven Garcia,0,2
Steven Grant,1,0
Steven Graves,1,0
Steven Green,2,0
Steven Guerrero,1,0
Steven Gutierrez,2,0
Steven Hall,1,0
Steven Hardy,1,0
Steven Harper,1,0
Steven Harris,0,1
Steven Hawkins,1,0
Steven Hayes,1,0
Steven Henderson,0,1
Steven Henry,0,2
Steven Hernandez,0,1
Steven Hickman,1,0
Steven Hicks,0,1
Steven Hoffman,1,0
Steven Hogan,1,0
Steven Hughes,1,0
Steven Hunter,1,1
Steven James Jr.,1,0
Steven Johnson,1,4
Steven Jones,3,1
Steven King,1,0
Steven Kirby,0,1
Steven Krause,1,0
Steven Larsen,0,1
Steven Larson,0,1
Steven Lin,1,0
Steven Little,1,0
Steven Lopez,1,0
Steven Marks,1,0
Steven Marquez,1,0
Steven Marsh,0,1
Steven Martin,2,0
Steven Martinez,1,0
Steven May,0,1
Steven Mccarthy,1,0
Steven Mendoza,1,0
Steven Meyer,2,0
Steven Mills,1,0
Steven Mitchell,1,0
Steven Montes,1,0
Steven Moore,1,1
Steven Morales,1,0
Steven Moreno,0,1
Steven Morris,0,1
Steven Morrison,1,0
Steven Moses,0,1
Steven Moyer,1,0
Steven Murray,1,0
Steven Nguyen,1,0
Steven Nielsen,1,0
Steven Noble,0,2
Steven Obrien,0,1
Steven Oconnell,0,1
Steven Park,0,1
Steven Paul,1,0
Steven Peterson,1,0
Steven Phillips,1,0
Steven Pierce,1,0
Steven Potts,1,1
Steven Preston,2,0
Steven Richards,1,0
Steven Richardson,0,1
Steven Riggs,0,1
Steven Riley,1,0
Steven Roberts,2,0
Steven Robinson,1,0
Steven Romero,1,0
Steven Ruiz,0,1
Steven Short,1,0
Steven Skinner,0,1
Steven Smith,1,1
Steven Snow,0,1
Steven Sutton,2,0
Steven Taylor,1,0
Steven Turner,1,0
Steven Valdez,1,0
Steven Vasquez,2,0
Steven Villa,1,0
Steven Walter,1,0
Steven Washington,1,0
Steven Watson,0,1
Steven Weeks,0,1
Steven Wells PhD,1,0
Steven West,1,0
Steven West MD,0,2
Steven Wheeler,1,0
Steven White,1,1
Steven Williams,2,0
Steven Winters,1,0
Steven Wright,1,0
Steven Young,0,1
Steven Zhang,1,0
Stuart Baldwin,1,0
Stuart Bell,1,0
Stuart Benjamin,0,1
Stuart Phillips DDS,1,0
Stuart Snyder,1,0
Sue Guerrero,1,0
Sue Krueger,1,0
Sue Romero,2,0
Summer Fischer,1,0
Summer Wright,1,0
Susan Adkins,1,0
Susan Aguilar,0,1
Susan Allen,1,0
Susan Baker,0,1
Susan Bartlett,0,1
Susan Bell,1,0
Susan Beltran,1,0
Susan Bowman,0,1
Susan Brooks,0,1
Susan Buck,1,0
Susan Burns,1,0
Susan Butler,1,0
Susan Byrd,1,0
Susan Carlson,1,0
Susan Carrillo,1,0
Susan Chase,0,1
Susan Cline,0,1
Susan Cobb,1,0
Susan Cordova,1,0
Susan Cox,1,0
Susan Cunningham,1,0
Susan Davis,1,0
Susan Delacruz,1,0
Susan Dennis,1,0
Susan Diaz,2,0
Susan Dixon,0,1
Susan Dominguez,0,1
Susan Duncan,1,0
Susan Dunn,0,1
Susan Flores,1,0
Susan Flowers,0,1
Susan Foster,1,0
Susan Francis,1,0
Susan Frank,0,2
Susan Garcia,2,0
Susan Gardner,1,0
Susan Giles,1,1
Susan Gilmore,1,0
Susan Gonzalez,0,1
Susan Gutierrez,0,1
Susan Hardy,0,1
Susan Harrell,0,1
Susan Henson,1,0
Susan Hernandez,1,0
Susan Hester,0,1
Susan Hicks,1,0
Susan Hill,2,0
Susan Horton,1,0
Susan Hudson,1,0
Susan Jackson,0,1
Susan Jennings,0,1
Susan Jones,1,0
Susan King,0,1
Susan Klein,1,0
Susan Lee,1,0
Susan Lewis,3,1
Susan Marshall,1,0
Susan Martin,2,0
Susan Mason,1,0
Susan Mccarthy,1,0
Susan Mcdowell,1,0
Susan Mcgee,0,1
Susan Meadows,2,0
Susan Meyer,1,0
Susan Miller,1,0
Susan Mills,1,0
Susan Moore,1,0
Susan Morgan,1,1
Susan Ochoa,0,1
Susan Ortega,0,1
Susan Parker,1,0
Susan Peck,1,0
Susan Perez,1,0
Susan Porter,0,1
Susan Ramirez,1,0
Susan Reed,1,0
Susan Reyes,1,0
Susan Reynolds,1,0
Susan Rhodes,0,2
Susan Richards,0,1
Susan Rodriguez,1,0
Susan Ross,1,0
Susan Rowland,1,0
Susan Sanchez,1,0
Susan Silva,1,0
Susan Sloan,1,0
Susan Smith,2,1
Susan Sullivan,1,0
Susan Thomas,1,0
Susan Thornton,0,1
Susan Tucker,1,0
Susan Turner,1,0
Susan Underwood,0,1
Susan Vaughan,1,0
Susan Velasquez PhD,1,0
Susan Walsh,1,0
Susan Watson,1,0
Susan Wells,1,0
Susan Wheeler,1,0
Susan Williams,0,2
Susan Wright,0,1
Susan Young,0,1
Suzanne Ayers,1,0
Suzanne Baker DVM,1,0
Suzanne Blair,1,0
Suzanne Browning,1,0
Suzanne Carpenter,1,0
Suzanne Edwards,1,0
Suzanne Evans,1,0
Suzanne Ford,0,1
Suzanne Guerra,0,1
Suzanne Hopkins,1,1
Suzanne Howell,2,0
Suzanne Huffman,0,1
Suzanne Kelley,1,0
Suzanne Key,1,0
Suzanne Long,1,0
Suzanne Lopez,1,0
Suzanne Mosley,1,0
Suzanne Nguyen,1,0
Suzanne Riddle,1,0
Suzanne Sanchez,1,0
Suzanne Saunders,1,0
Suzanne Shelton,1,0
Suzanne Stanley,1,0
Suzanne Thomas,1,0
Sydney Ayala,1,0
Sydney Barr,1,0
Sydney Berry,1,0
Sydney Brown,0,1
Sydney Castro,1,0
Sydney Conway,1,0
Sydney Cross,1,0
Sydney Curtis,1,0
Sydney David,1,0
Sydney Ewing,1,0
Sydney Gould,1,0
Sydney Graham,0,1
Sydney Harmon,1,0
Sydney Henderson,0,1
Sydney Jensen,1,0
Sydney Mccormick,1,0
Sydney Payne,0,1
Sydney Roberts,0,1
Sydney Stephens,1,0
Sylvia Bell PhD,1,0
Sylvia Grant,1,0
Sylvia Hancock,1,0
Sylvia Johnson,1,0
Sylvia Maxwell,0,1
Sylvia Murphy,0,1
Sylvia Phillips,1,0
Sylvia Powers,0,1
Sylvia Ramos,1,0
Sylvia Smith,1,0
Sylvia Soto,1,0
Sylvia Tate,0,1
Tabitha Brown,1,0
Tabitha Fisher,1,0
Tabitha Murphy,1,0
Tabitha Palmer,0,1
Tabitha Scott,0,1
Tabitha Yu,1,0
Tamara Barrera,0,1
Tamara Booker,0,2
Tamara Brown,1,0
Tamara Fields,1,0
Tamara Finley,1,0
Tamara Ford,1,0
Tamara Green DVM,1,0
Tamara Hawkins,0,1
Tamara Jones,1,0
Tamara Kim,1,0
Tamara Lopez,0,1
Tamara Lucero,0,1
Tamara Martinez,0,1
Tamara Matthews,1,0
Tamara Miller,1,0
Tamara Patel,0,1
Tamara Perez,1,0
Tamara Ray DVM,1,0
Tamara Reese,2,0
Tamara Robinson,1,0
Tamara Roth,1,0
Tamara Sherman,1,0
Tamara Singleton,1,0
Tamara Solomon,1,0
Tamara Spencer,0,1
Tamara Taylor,0,1
Tamara Torres,1,0
Tamara Vega,1,0
Tami Mendoza,1,0
Tami Mitchell,1,0
Tammie Carney,1,0
Tammie Clark,1,0
Tammie Crawford,0,1
Tammie Hicks,0,1
Tammie Johnson,1,0
Tammie Reeves,1,0
Tammie Simmons,1,0
Tammie Smith,0,1
Tammie Williamson,1,0
Tammie Wood,0,2
Tammy Adams,1,0
Tammy Aguilar,0,1
Tammy Allen,1,0
Tammy Bailey,1,0
Tammy Baker,0,1
Tammy Bates,1,0
Tammy Bell,1,0
Tammy Bryan,1,0
Tammy Bryant,0,1
Tammy Campbell,0,1
Tammy Cardenas,1,0
Tammy Carey,1,0
Tammy Cervantes,1,0
Tammy Chambers,1,0
Tammy Clark,0,1
Tammy Cline,1,0
Tammy Cochran,1,0
Tammy Cohen,1,0
Tammy Farley,0,1
Tammy Fields,1,0
Tammy Finley,0,1
Tammy Fisher,3,0
Tammy Ford,1,0
Tammy Foster,1,0
Tammy Gibson,0,1
Tammy Gonzales,0,1
Tammy Gonzalez,1,0
Tammy Guerra,1,0
Tammy Hall,0,1
Tammy Hancock,1,0
Tammy Hart,0,1
Tammy Hawkins,1,0
Tammy Hayden,1,0
Tammy Hernandez,1,0
Tammy Hoffman,1,0
Tammy Humphrey,1,0
Tammy Hurley,0,1
Tammy Keller,0,2
Tammy Knapp,1,0
Tammy Kramer,0,1
Tammy Marquez,1,0
Tammy Martin,0,1
Tammy Martinez,2,0
Tammy Mason,1,0
Tammy Mcgee,1,0
Tammy Mckinney,1,0
Tammy Mitchell,1,0
Tammy Mueller,0,1
Tammy Myers,0,1
Tammy Nguyen,1,0
Tammy Payne,1,0
Tammy Phillips,1,0
Tammy Pineda,0,1
Tammy Ramos,0,1
Tammy Reed,1,0
Tammy Rios,0,1
Tammy Russell,0,1
Tammy Schneider,0,1
Tammy Smith,1,0
Tammy Stanley,0,1
Tammy Stuart,1,0
Tammy Todd,1,0
Tammy Vega,1,0
Tammy Waller,1,0
Tammy Weeks,1,0
Tammy Williams MD,0,1
Tammy Willis,1,0
Tammy Wilson,0,1
Tammy Wright,1,0
Tammy Young,0,1
Tanner Barnett,1,0
Tanner Brady,1,0
Tanner Davies,1,0
Tanner Fox,2,0
Tanner Gardner,0,1
Tanner Jackson,1,0
Tanner Martin,1,0
Tanner Sharp,1,0
Tanner Stevens,1,0
Tanner Trujillo,1,0
Tanya Arias,0,1
Tanya Carroll,1,0
Tanya Compton,1,0
Tanya Cross,0,1
Tanya Doyle,1,0
Tanya Dunn,1,0
Tanya Eaton,1,0
Tanya Hart,2,0
Tanya Knapp,0,1
Tanya May,1,0
Tanya Melendez,1,0
Tanya Myers,1,0
Tanya Navarro,1,0
Tanya Obrien,1,0
Tanya Roman,1,0
Tanya Ross MD,1,0
Tanya Thomas,1,0
Tanya Wheeler,1,0
Tanya White,0,1
Tanya Young,1,0
Tara Bailey,0,2
Tara Baker,1,0
Tara Beck MD,1,0
Tara Cooper,0,1
Tara Ellis,1,0
Tara Evans,0,1
Tara Ferrell,1,0
Tara Gomez,1,0
Tara Griffin,0,1
Tara Hall,1,0
Tara Henry,0,1
Tara Johnson,1,1
Tara Love,0,1
Tara Martin,1,0
Tara Mcdonald,0,1
Tara Morris,1,0
Tara Mullen,1,0
Tara Olson,1,0
Tara Oneal,1,0
Tara Owens,1,0
Tara Reid,1,0
Tara Sheppard,0,1
Tara Stephens,1,0
Tara Walker,1,0
Tara Wilcox,0,1
Tasha Adams,0,1
Tasha Hale,1,0
Tasha Huang,1,0
Tasha Hunt,1,0
Tasha Miranda,0,1
Tasha Mullen,1,0
Tasha Mullins,1,0
Tasha Ramirez,1,0
Tasha Romero,1,0
Tasha Taylor,1,0
Taylor Anthony,1,0
Taylor Armstrong,0,1
Taylor Baker,1,0
Taylor Barton,1,0
Taylor Bennett,1,0
Taylor Boyd,1,0
Taylor Bradley,0,1
Taylor Buck,1,0
Taylor Campbell,0,1
Taylor Carter,0,1
Taylor Castro,0,1
Taylor Chandler,1,0
Taylor Chavez,1,0
Taylor Chen,0,1
Taylor Conway,0,1
Taylor Cunningham,2,0
Taylor Daniels,1,0
Taylor Diaz,1,0
Taylor Dodson,0,1
Taylor Fisher,0,1
Taylor Flores,0,1
Taylor Gonzalez,1,0
Taylor Gonzalez MD,1,0
Taylor Gutierrez,0,1
Taylor Guzman,1,0
Taylor Harris,2,0
Taylor Hayes,1,0
Taylor Hendrix,0,1
Taylor Hernandez,1,1
Taylor Hickman,1,0
Taylor Kelley,1,0
Taylor Kim,1,0
Taylor Leonard,1,0
Taylor Martin,1,1
Taylor Mendez DDS,0,2
Taylor Mitchell,1,0
Taylor Montes,1,0
Taylor Moyer,0,1
Taylor Mueller,1,0
Taylor Olsen,0,1
Taylor Parks,0,1
Taylor Patel,0,1
Taylor Perez,1,0
Taylor Peterson,0,1
Taylor Price,0,1
Taylor Rangel,1,0
Taylor Reeves,1,0
Taylor Rodriguez,0,1
Taylor Rojas,1,0
Taylor Ross,1,0
Taylor Salinas,1,0
Taylor Sanchez,0,1
Taylor Serrano,0,1
Taylor Snyder,1,0
Taylor Thomas,1,0
Taylor Thompson,0,1
Taylor Torres,1,0
Taylor Trujillo,1,0
Taylor Turner,1,0
Taylor Vaughn,1,0
Taylor Waller,1,0
Taylor Williams,1,0
Taylor Williamson,1,0
Taylor Wilson,0,1
Taylor York,0,1
Teresa Adkins,1,0
Teresa Anderson,0,1
Teresa Arroyo,1,0
Teresa Baker,0,1
Teresa Booth,1,0
Teresa Boyd,1,0
Teresa Brown,1,0
Teresa Bryan,1,0
Teresa Butler,1,0
Teresa Cantu,0,1
Teresa Case,1,0
Teresa Clark,0,1
Teresa Collins,1,0
Teresa Davis,0,2
Teresa Drake,0,1
Teresa Duarte,0,1
Teresa Gonzalez,1,0
Teresa Gordon,2,0
Teresa Grant,1,0
Teresa Harris,0,1
Teresa Holmes,0,1
Teresa Hoover,1,0
Teresa Hughes,1,0
Teresa Jackson,1,0
Teresa James,1,0
Teresa Johnson,1,0
Teresa Key,1,0
Teresa Lee,1,0
Teresa Lin,0,2
Teresa Macias,1,0
Teresa Martin,1,0
Teresa Mclaughlin,0,1
Teresa Meyer,1,0
Teresa Meyers,1,0
Teresa Michael,1,0
Teresa Mills,0,1
Teresa Morales,1,0
Teresa Moran,1,0
Teresa Nguyen,1,0
Teresa Nielsen,0,1
